Date,AMZN,BA,MSFT,BTC,Gold,30 T-Bond
12/15/2017," 1,179.14 ", 293.94 , 86.85 ," 17,221.65 "," 1,255.80 ", 2.68 
12/18/2017," 1,190.58 ", 296.14 , 86.38 ," 18,640.26 "," 1,263.70 ", 2.74 
12/19/2017," 1,187.38 ", 297.25 , 85.83 ," 18,984.77 "," 1,262.40 ", 2.82 
12/20/2017," 1,177.62 ", 297.90 , 85.52 ," 16,862.57 "," 1,267.80 ", 2.88 
12/21/2017," 1,174.76 ", 295.03 , 85.50 ," 16,925.02 "," 1,268.80 ", 2.84 
12/22/2017," 1,168.36 ", 295.10 , 85.51 ," 14,182.46 "," 1,277.00 ", 2.83 
12/26/2017," 1,176.76 ", 295.36 , 85.40 ," 14,652.37 "," 1,285.50 ", 2.82 
12/27/2017," 1,182.26 ", 295.62 , 85.71 ," 15,846.07 "," 1,288.30 ", 2.75 
12/28/2017," 1,186.10 ", 296.35 , 85.72 ," 14,362.40 "," 1,299.50 ", 2.75 
12/29/2017," 1,169.47 ", 294.91 , 85.54 ," 14,867.57 "," 1,311.40 ", 2.74 
1/2/2018," 1,189.01 ", 296.84 , 85.95 ," 13,337.62 "," 1,318.30 ", 2.81 
1/3/2018," 1,204.20 ", 297.80 , 86.35 ," 14,881.55 "," 1,320.80 ", 2.78 
1/4/2018," 1,209.59 ", 296.67 , 87.11 ," 15,104.45 "," 1,323.90 ", 2.79 
1/5/2018," 1,229.14 ", 308.84 , 88.19 ," 14,953.85 "," 1,324.50 ", 2.81 
1/8/2018," 1,246.87 ", 310.15 , 88.28 ," 15,632.41 "," 1,322.70 ", 2.81 
1/9/2018," 1,252.70 ", 318.43 , 88.22 ," 15,242.94 "," 1,315.90 ", 2.88 
1/10/2018," 1,254.33 ", 320.26 , 87.82 ," 14,122.83 "," 1,321.60 ", 2.88 
1/11/2018," 1,276.68 ", 328.12 , 88.08 ," 13,269.60 "," 1,324.70 ", 2.91 
1/12/2018," 1,305.20 ", 336.21 , 89.60 ," 13,633.36 "," 1,337.20 ", 2.85 
1/16/2018," 1,304.86 ", 335.16 , 88.35 ," 12,915.12 "," 1,339.30 ", 2.83 
1/17/2018," 1,295.00 ", 351.01 , 90.14 ," 10,870.17 "," 1,341.40 ", 2.84 
1/18/2018," 1,293.32 ", 340.16 , 90.10 ," 11,340.65 "," 1,329.50 ", 2.90 
1/19/2018," 1,294.58 ", 337.73 , 90.00 ," 11,137.37 "," 1,335.30 ", 2.91 
1/22/2018," 1,327.31 ", 338.00 , 91.61 ," 11,508.62 "," 1,334.30 ", 2.93 
1/23/2018," 1,362.54 ", 335.59 , 91.90 ," 10,872.90 "," 1,339.00 ", 2.90 
1/24/2018," 1,357.51 ", 334.69 , 91.82 ," 10,830.93 "," 1,358.70 ", 2.93 
1/25/2018," 1,377.95 ", 343.11 , 92.33 ," 11,629.38 "," 1,365.20 ", 2.89 
1/26/2018," 1,402.05 ", 343.22 , 94.06 ," 11,524.35 "," 1,354.40 ", 2.91 
1/29/2018," 1,417.68 ", 340.82 , 93.92 ," 11,412.79 "," 1,342.20 ", 2.94 
1/30/2018," 1,437.82 ", 337.71 , 92.74 ," 10,917.15 "," 1,337.20 ", 2.98 
1/31/2018," 1,450.89 ", 354.37 , 95.01 ," 9,914.47 "," 1,340.40 ", 2.95 
2/1/2018," 1,390.00 ", 356.94 , 94.26 ," 9,970.31 "," 1,345.00 ", 3.01 
2/2/2018," 1,429.95 ", 348.91 , 91.78 ," 8,715.59 "," 1,334.60 ", 3.08 
2/5/2018," 1,390.00 ", 328.88 , 88.00 ," 8,136.39 "," 1,333.80 ", 3.04 
2/6/2018," 1,442.84 ", 340.91 , 91.33 ," 6,332.37 "," 1,326.90 ", 3.06 
2/7/2018," 1,416.78 ", 348.12 , 89.61 ," 7,270.51 "," 1,312.20 ", 3.12 
2/8/2018," 1,350.50 ", 329.66 , 85.01 ," 7,987.28 "," 1,316.50 ", 3.14 
2/9/2018," 1,339.60 ", 332.83 , 88.18 ," 8,086.77 "," 1,313.30 ", 3.14 
2/12/2018," 1,386.23 ", 343.80 , 89.13 ," 8,478.92 "," 1,324.00 ", 3.14 
2/13/2018," 1,414.51 ", 343.16 , 89.83 ," 8,766.85 "," 1,328.00 ", 3.11 
2/14/2018," 1,451.05 ", 344.85 , 90.81 ," 8,693.25 "," 1,355.60 ", 3.18 
2/15/2018," 1,461.76 ", 356.46 , 92.66 ," 9,659.29 "," 1,352.90 ", 3.15 
2/16/2018," 1,448.69 ", 355.04 , 92.00 ," 10,110.84 "," 1,353.70 ", 3.13 
2/20/2018," 1,468.35 ", 353.35 , 92.72 ," 11,416.04 "," 1,328.90 ", 3.15 
2/21/2018," 1,482.92 ", 352.37 , 91.49 ," 10,928.02 "," 1,329.80 ", 3.22 
2/22/2018," 1,485.34 ", 355.92 , 91.73 ," 10,727.95 "," 1,330.40 ", 3.21 
2/23/2018," 1,500.00 ", 356.66 , 94.06 ," 9,809.72 "," 1,327.90 ", 3.16 
2/26/2018," 1,521.95 ", 363.48 , 95.42 ," 9,627.72 "," 1,330.30 ", 3.15 
2/27/2018," 1,511.98 ", 364.64 , 94.20 ," 10,272.90 "," 1,315.50 ", 3.17 
2/28/2018," 1,512.45 ", 362.21 , 93.77 ," 10,903.02 "," 1,315.50 ", 3.13 
3/1/2018," 1,493.45 ", 349.69 , 92.85 ," 10,352.05 "," 1,302.90 ", 3.09 
3/2/2018," 1,500.25 ", 344.67 , 93.05 ," 11,100.29 "," 1,321.10 ", 3.14 
3/5/2018," 1,523.61 ", 352.75 , 93.64 ," 11,558.48 "," 1,318.10 ", 3.16 
3/6/2018," 1,537.64 ", 348.92 , 93.32 ," 11,246.75 "," 1,333.60 ", 3.14 
3/7/2018," 1,545.00 ", 347.04 , 93.86 ," 10,735.89 "," 1,326.00 ", 3.15 
3/8/2018," 1,551.86 ", 348.73 , 94.43 ," 9,552.76 "," 1,319.90 ", 3.13 
3/9/2018," 1,578.89 ", 354.52 , 96.54 ," 8,980.19 "," 1,322.40 ", 3.16 
3/12/2018," 1,598.39 ", 344.19 , 96.77 ," 9,433.47 "," 1,319.40 ", 3.13 
3/13/2018," 1,588.18 ", 338.67 , 94.41 ," 9,047.51 "," 1,325.90 ", 3.10 
3/14/2018," 1,591.00 ", 330.26 , 93.85 ," 9,260.71 "," 1,324.40 ", 3.05 
3/15/2018," 1,582.32 ", 329.98 , 94.18 ," 7,895.99 "," 1,316.80 ", 3.05 
3/16/2018," 1,571.68 ", 330.47 , 94.60 ," 8,039.60 "," 1,311.30 ", 3.08 
3/19/2018," 1,544.93 ", 331.76 , 92.89 ," 8,189.49 "," 1,316.80 ", 3.09 
3/20/2018," 1,586.51 ", 337.63 , 93.13 ," 8,597.34 "," 1,314.50 ", 3.12 
3/21/2018," 1,581.86 ", 337.10 , 92.48 ," 9,028.30 "," 1,324.00 ", 3.12 
3/22/2018," 1,544.92 ", 319.61 , 89.79 ," 9,023.72 "," 1,329.80 ", 3.06 
3/23/2018," 1,495.56 ", 321.00 , 87.18 ," 8,411.65 "," 1,352.40 ", 3.06 
3/26/2018," 1,555.86 ", 328.97 , 93.78 ," 8,429.33 "," 1,357.60 ", 3.08 
3/27/2018," 1,497.05 ", 321.12 , 89.47 ," 7,854.64 "," 1,344.70 ", 3.03 
3/28/2018," 1,431.42 ", 320.02 , 89.39 ," 7,863.26 "," 1,326.90 ", 3.01 
3/29/2018," 1,447.34 ", 327.88 , 91.27 ," 7,866.36 "," 1,324.30 ", 2.97 
4/2/2018," 1,371.99 ", 322.44 , 88.52 ," 6,986.84 "," 1,343.90 ", 2.97 
4/3/2018," 1,392.05 ", 330.82 , 89.71 ," 7,182.12 "," 1,334.20 ", 3.02 
4/4/2018," 1,410.57 ", 327.44 , 92.33 ," 7,295.89 "," 1,337.10 ", 3.03 
4/5/2018," 1,451.75 ", 336.40 , 92.38 ," 6,769.48 "," 1,325.50 ", 3.07 
4/6/2018," 1,405.23 ", 326.12 , 90.23 ," 6,766.59 "," 1,333.10 ", 3.01 
4/9/2018," 1,406.08 ", 322.48 , 90.77 ," 7,125.54 "," 1,337.10 ", 3.02 
4/10/2018," 1,436.22 ", 334.83 , 92.88 ," 6,789.27 "," 1,342.90 ", 3.02 
4/11/2018," 1,427.05 ", 327.36 , 91.86 ," 6,824.49 "," 1,356.90 ", 2.99 
4/12/2018," 1,448.50 ", 337.48 , 93.58 ," 6,941.64 "," 1,338.70 ", 3.05 
4/13/2018," 1,430.79 ", 329.28 , 93.08 ," 7,823.56 "," 1,344.70 ", 3.03 
4/16/2018," 1,441.50 ", 331.77 , 94.17 ," 8,160.41 "," 1,347.50 ", 3.03 
4/17/2018," 1,503.83 ", 336.72 , 96.07 ," 8,030.57 "," 1,346.30 ", 3.00 
4/18/2018," 1,527.84 ", 341.00 , 96.44 ," 7,937.61 "," 1,350.20 ", 3.06 
4/19/2018," 1,556.91 ", 340.64 , 96.11 ," 8,188.72 "," 1,345.40 ", 3.11 
4/20/2018," 1,527.49 ", 338.67 , 95.00 ," 8,333.81 "," 1,334.90 ", 3.14 
4/23/2018," 1,517.86 ", 338.84 , 95.35 ," 8,868.16 "," 1,320.60 ", 3.15 
4/24/2018," 1,460.09 ", 329.06 , 93.12 ," 9,191.82 "," 1,329.70 ", 3.18 
4/25/2018," 1,460.17 ", 342.86 , 92.31 ," 9,373.30 "," 1,319.50 ", 3.21 
4/26/2018," 1,517.96 ", 342.79 , 94.26 ," 8,807.52 "," 1,314.60 ", 3.18 
4/27/2018," 1,572.62 ", 340.88 , 95.82 ," 9,153.64 "," 1,326.50 ", 3.13 
4/30/2018," 1,566.13 ", 333.56 , 93.52 ," 9,268.72 "," 1,322.30 ", 3.11 
5/1/2018," 1,582.26 ", 329.54 , 95.00 ," 8,949.88 "," 1,309.90 ", 3.13 
5/2/2018," 1,569.68 ", 324.19 , 93.51 ," 9,029.48 "," 1,308.60 ", 3.14 
5/3/2018," 1,572.08 ", 330.69 , 94.07 ," 9,228.85 "," 1,315.70 ", 3.12 
5/4/2018," 1,580.95 ", 334.43 , 95.16 ," 9,572.70 "," 1,317.70 ", 3.12 
5/7/2018," 1,600.14 ", 340.43 , 96.22 ," 9,326.76 "," 1,317.20 ", 3.12 
5/8/2018," 1,592.39 ", 338.37 , 95.81 ," 9,424.99 "," 1,316.80 ", 3.13 
5/9/2018," 1,608.00 ", 344.50 , 96.94 ," 9,039.03 "," 1,316.10 ", 3.16 
5/10/2018," 1,609.08 ", 344.07 , 97.91 ," 9,327.05 "," 1,325.30 ", 3.12 
5/11/2018," 1,602.91 ", 342.46 , 97.70 ," 8,920.26 "," 1,323.80 ", 3.10 
5/14/2018," 1,601.54 ", 344.59 , 98.03 ," 8,398.86 "," 1,321.20 ", 3.13 
5/15/2018," 1,576.12 ", 342.12 , 97.32 ," 8,711.39 "," 1,293.40 ", 3.20 
5/16/2018," 1,587.28 ", 340.97 , 97.15 ," 8,159.26 "," 1,294.50 ", 3.21 
5/17/2018," 1,581.76 ", 344.14 , 96.18 ," 8,360.23 "," 1,292.40 ", 3.25 
5/18/2018," 1,574.37 ", 351.23 , 96.36 ," 7,996.82 "," 1,294.10 ", 3.20 
5/21/2018," 1,585.46 ", 363.92 , 97.60 ," 8,493.13 "," 1,293.50 ", 3.20 
5/22/2018," 1,581.40 ", 355.02 , 97.50 ," 8,324.03 "," 1,294.60 ", 3.21 
5/23/2018," 1,601.86 ", 359.21 , 98.66 ," 7,951.51 "," 1,292.20 ", 3.17 
5/24/2018," 1,603.07 ", 359.00 , 98.31 ," 7,614.96 "," 1,307.30 ", 3.13 
5/25/2018," 1,610.15 ", 360.09 , 98.36 ," 7,599.95 "," 1,306.40 ", 3.09 
5/29/2018," 1,612.87 ", 352.48 , 98.01 ," 7,118.42 "," 1,301.60 ", 2.96 
5/30/2018," 1,624.89 ", 358.19 , 98.95 ," 7,491.61 "," 1,304.50 ", 3.01 
5/31/2018," 1,629.62 ", 352.16 , 98.84 ," 7,448.48 "," 1,302.60 ", 3.00 
6/1/2018," 1,641.54 ", 356.72 , 100.79 ," 7,518.33 "," 1,297.10 ", 3.04 
6/4/2018," 1,665.27 ", 360.73 , 101.67 ," 7,505.59 "," 1,295.10 ", 3.08 
6/5/2018," 1,696.35 ", 360.10 , 102.19 ," 7,624.19 "," 1,299.90 ", 3.07 
6/6/2018," 1,695.75 ", 371.56 , 102.49 ," 7,658.57 "," 1,299.20 ", 3.13 
6/7/2018," 1,689.30 ", 368.53 , 100.88 ," 7,684.93 "," 1,300.70 ", 3.08 
6/8/2018," 1,683.99 ", 369.50 , 101.63 ," 7,618.11 "," 1,300.50 ", 3.08 
6/11/2018," 1,689.12 ", 370.94 , 101.05 ," 6,780.34 "," 1,301.00 ", 3.10 
6/12/2018," 1,698.75 ", 370.62 , 101.31 ," 6,525.33 "," 1,297.20 ", 3.09 
6/13/2018," 1,704.86 ", 363.85 , 100.85 ," 6,321.66 "," 1,299.20 ", 3.10 
6/14/2018," 1,723.86 ", 362.42 , 101.42 ," 6,601.32 "," 1,306.20 ", 3.05 
6/15/2018," 1,715.97 ", 357.88 , 100.13 ," 6,397.44 "," 1,276.30 ", 3.05 
6/18/2018," 1,723.79 ", 354.74 , 100.86 ," 6,711.65 "," 1,278.00 ", 3.05 
6/19/2018," 1,734.78 ", 341.12 , 100.86 ," 6,731.71 "," 1,276.50 ", 3.02 
6/20/2018," 1,750.08 ", 342.69 , 101.87 ," 6,736.87 "," 1,272.40 ", 3.06 
6/21/2018," 1,730.22 ", 337.66 , 101.14 ," 6,729.93 "," 1,268.60 ", 3.04 
6/22/2018," 1,715.67 ", 338.91 , 100.41 ," 6,099.45 "," 1,268.90 ", 3.04 
6/25/2018," 1,663.15 ", 331.20 , 98.39 ," 6,244.33 "," 1,267.20 ", 3.02 
6/26/2018," 1,691.09 ", 331.30 , 99.08 ," 6,148.42 "," 1,258.00 ", 3.03 
6/27/2018," 1,660.51 ", 329.82 , 97.54 ," 6,140.19 "," 1,253.00 ", 2.97 
6/28/2018," 1,701.45 ", 334.65 , 98.63 ," 5,954.53 "," 1,247.80 ", 2.97 
6/29/2018," 1,699.80 ", 335.51 , 98.61 ," 6,189.31 "," 1,251.30 ", 2.98 
7/2/2018," 1,713.78 ", 336.08 , 100.01 ," 6,629.75 "," 1,239.80 ", 2.99 
7/3/2018," 1,693.96 ", 332.93 , 99.05 ," 6,482.83 "," 1,251.60 ", 2.96 
7/5/2018," 1,699.73 ", 333.18 , 99.76 ," 6,538.68 "," 1,257.30 ", 2.95 
7/6/2018," 1,710.63 ", 334.64 , 101.16 ," 6,596.53 "," 1,254.30 ", 2.94 
7/9/2018," 1,739.02 ", 341.92 , 101.85 ," 6,694.53 "," 1,262.80 ", 2.96 
7/10/2018," 1,743.07 ", 347.16 , 102.12 ," 6,364.39 "," 1,258.70 ", 2.97 
7/11/2018," 1,755.00 ", 340.60 , 101.98 ," 6,360.45 "," 1,247.40 ", 2.95 
7/12/2018," 1,796.62 ", 346.03 , 104.19 ," 6,144.81 "," 1,249.10 ", 2.95 
7/13/2018," 1,813.03 ", 350.79 , 105.43 ," 6,215.59 "," 1,243.80 ", 2.94 
7/16/2018," 1,822.49 ", 356.10 , 104.91 ," 6,671.63 "," 1,242.20 ", 2.96 
7/17/2018," 1,843.93 ", 356.88 , 105.95 ," 7,315.55 "," 1,229.90 ", 2.97 
7/18/2018," 1,842.92 ", 360.23 , 105.12 ," 7,359.74 "," 1,230.50 ", 2.99 
7/19/2018," 1,812.97 ", 355.33 , 104.40 ," 7,484.64 "," 1,226.50 ", 2.96 
7/20/2018," 1,813.70 ", 354.90 , 106.27 ," 7,357.45 "," 1,233.60 ", 3.03 
7/23/2018," 1,802.00 ", 353.27 , 107.97 ," 7,730.25 "," 1,228.00 ", 3.10 
7/24/2018," 1,829.24 ", 358.27 , 107.66 ," 8,325.80 "," 1,228.20 ", 3.08 
7/25/2018," 1,863.61 ", 355.92 , 110.83 ," 8,271.60 "," 1,234.50 ", 3.06 
7/26/2018," 1,808.00 ", 359.32 , 109.62 ," 7,925.25 "," 1,228.60 ", 3.10 
7/27/2018," 1,817.27 ", 360.65 , 107.68 ," 8,254.28 "," 1,226.50 ", 3.09 
7/30/2018," 1,779.22 ", 351.06 , 105.37 ," 8,166.39 "," 1,224.20 ", 3.11 
7/31/2018," 1,777.44 ", 356.30 , 106.08 ," 7,700.83 "," 1,226.40 ", 3.08 
8/1/2018," 1,797.17 ", 352.76 , 106.28 ," 7,588.59 "," 1,220.30 ", 3.13 
8/2/2018," 1,834.33 ", 349.73 , 107.57 ," 7,547.31 "," 1,212.90 ", 3.12 
8/3/2018," 1,823.29 ", 348.44 , 108.04 ," 7,423.07 "," 1,215.90 ", 3.09 
8/6/2018," 1,847.75 ", 346.57 , 108.13 ," 7,402.34 "," 1,210.60 ", 3.08 
8/7/2018," 1,862.48 ", 350.76 , 108.88 ," 6,748.44 "," 1,211.20 ", 3.12 
8/8/2018," 1,886.52 ", 347.78 , 109.49 ," 6,460.15 "," 1,214.20 ", 3.12 
8/9/2018," 1,898.52 ", 343.72 , 109.67 ," 6,482.97 "," 1,213.00 ", 3.08 
8/10/2018," 1,886.30 ", 339.41 , 109.00 ," 6,092.53 "," 1,212.10 ", 3.03 
8/13/2018," 1,896.20 ", 338.36 , 108.21 ," 6,260.19 "," 1,192.20 ", 3.05 
8/14/2018," 1,919.65 ", 339.14 , 109.56 ," 6,123.45 "," 1,194.00 ", 3.06 
8/15/2018," 1,882.62 ", 331.76 , 107.66 ," 6,332.61 "," 1,178.20 ", 3.03 
8/16/2018," 1,886.52 ", 345.98 , 107.64 ," 6,273.89 "," 1,177.10 ", 3.03 
8/17/2018," 1,882.22 ", 346.40 , 107.58 ," 6,566.60 "," 1,177.30 ", 3.03 
8/20/2018," 1,876.71 ", 350.74 , 106.87 ," 6,299.40 "," 1,187.80 ", 2.99 
8/21/2018," 1,883.42 ", 353.77 , 105.98 ," 6,470.73 "," 1,193.20 ", 3.00 
8/22/2018," 1,904.90 ", 350.03 , 107.06 ," 6,355.88 "," 1,196.40 ", 2.99 
8/23/2018," 1,902.90 ", 347.48 , 107.56 ," 6,503.83 "," 1,187.20 ", 2.97 
8/24/2018," 1,905.39 ", 349.38 , 108.40 ," 6,675.36 "," 1,206.30 ", 2.97 
8/27/2018," 1,927.68 ", 353.74 , 109.60 ," 6,756.63 "," 1,209.20 ", 3.00 
8/28/2018," 1,932.82 ", 351.21 , 110.26 ," 7,084.29 "," 1,207.50 ", 3.03 
8/29/2018," 1,998.10 ", 350.19 , 112.02 ," 7,059.23 "," 1,204.20 ", 3.02 
8/30/2018," 2,002.38 ", 346.90 , 111.95 ," 6,938.91 "," 1,197.70 ", 3.00 
8/31/2018," 2,012.71 ", 342.79 , 112.33 ," 7,028.45 "," 1,200.30 ", 3.02 
9/4/2018," 2,039.51 ", 346.25 , 111.71 ," 7,361.27 "," 1,192.70 ", 3.07 
9/5/2018," 1,994.82 ", 346.68 , 108.49 ," 6,913.12 "," 1,194.90 ", 3.08 
9/6/2018," 1,958.31 ", 351.27 , 108.74 ," 6,471.49 "," 1,197.90 ", 3.06 
9/7/2018," 1,952.07 ", 349.28 , 108.21 ," 6,400.27 "," 1,193.60 ", 3.11 
9/10/2018," 1,939.01 ", 341.86 , 109.38 ," 6,275.08 "," 1,193.00 ", 3.09 
9/11/2018," 1,987.15 ", 345.25 , 111.24 ," 6,275.67 "," 1,195.40 ", 3.13 
9/12/2018," 1,990.00 ", 353.41 , 111.71 ," 6,277.49 "," 1,204.70 ", 3.11 
9/13/2018," 1,989.87 ", 355.46 , 112.91 ," 6,283.18 "," 1,202.00 ", 3.11 
9/14/2018," 1,970.19 ", 359.80 , 113.37 ," 6,285.98 "," 1,195.00 ", 3.13 
9/17/2018," 1,908.03 ", 355.96 , 112.14 ," 6,273.22 "," 1,203.40 ", 3.13 
9/18/2018," 1,941.05 ", 363.58 , 113.21 ," 6,278.60 "," 1,200.70 ", 3.20 
9/19/2018," 1,926.42 ", 365.22 , 111.70 ," 6,282.61 "," 1,206.10 ", 3.23 
9/20/2018," 1,944.30 ", 367.46 , 113.57 ," 6,288.07 "," 1,208.90 ", 3.21 
9/21/2018," 1,915.01 ", 372.23 , 114.26 ," 6,317.70 "," 1,198.60 ", 3.20 
9/24/2018," 1,934.36 ", 367.99 , 114.67 ," 6,466.99 "," 1,201.70 ", 3.21 
9/25/2018," 1,974.55 ", 367.23 , 114.45 ," 6,391.39 "," 1,202.50 ", 3.23 
9/26/2018," 1,974.85 ", 365.03 , 113.98 ," 6,509.78 "," 1,196.90 ", 3.19 
9/27/2018," 2,012.98 ", 367.39 , 114.41 ," 6,698.42 "," 1,185.50 ", 3.19 
9/28/2018," 2,003.00 ", 371.90 , 114.37 ," 6,502.69 "," 1,193.90 ", 3.19 
10/1/2018," 2,004.36 ", 382.29 , 115.61 ," 6,603.75 "," 1,189.40 ", 3.24 
10/2/2018," 1,971.31 ", 386.37 , 115.15 ," 6,576.35 "," 1,204.20 ", 3.20 
10/3/2018," 1,952.76 ", 392.30 , 115.17 ," 6,481.25 "," 1,200.10 ", 3.30 
10/4/2018," 1,909.42 ", 389.99 , 112.79 ," 6,594.94 "," 1,198.80 ", 3.35 
10/5/2018," 1,889.65 ", 386.47 , 112.13 ," 6,630.58 "," 1,202.80 ", 3.40 
10/8/2018," 1,864.42 ", 385.77 , 110.85 ," 6,662.87 "," 1,185.80 ", 3.40 
10/9/2018," 1,870.32 ", 385.44 , 112.26 ," 6,663.02 "," 1,188.80 ", 3.37 
10/10/2018," 1,755.25 ", 367.47 , 106.16 ," 6,619.50 "," 1,190.80 ", 3.39 
10/11/2018," 1,719.36 ", 358.11 , 105.91 ," 6,285.86 "," 1,225.10 ", 3.32 
10/12/2018," 1,788.61 ", 360.11 , 109.57 ," 6,309.20 "," 1,219.50 ", 3.32 
10/15/2018," 1,760.95 ", 358.88 , 107.60 ," 6,721.59 "," 1,227.80 ", 3.34 
10/16/2018," 1,819.96 ", 368.25 , 111.00 ," 6,724.83 "," 1,228.40 ", 3.32 
10/17/2018," 1,831.73 ", 365.50 , 110.71 ," 6,444.75 "," 1,224.80 ", 3.35 
10/18/2018," 1,770.72 ", 359.35 , 108.50 ," 6,374.65 "," 1,227.40 ", 3.36 
10/19/2018," 1,764.03 ", 356.26 , 108.66 ," 6,372.69 "," 1,226.00 ", 3.38 
10/22/2018," 1,789.30 ", 355.98 , 109.63 ," 6,396.88 "," 1,222.00 ", 3.38 
10/23/2018," 1,768.70 ", 350.05 , 108.10 ," 6,396.25 "," 1,234.10 ", 3.37 
10/24/2018," 1,664.20 ", 354.65 , 102.32 ," 6,407.67 "," 1,228.40 ", 3.33 
10/25/2018," 1,782.17 ", 363.77 , 108.30 ," 6,405.50 "," 1,229.50 ", 3.35 
10/26/2018," 1,642.81 ", 359.27 , 106.96 ," 6,392.18 "," 1,232.40 ", 3.32 
10/29/2018," 1,538.88 ", 335.59 , 103.85 ," 6,266.19 "," 1,224.70 ", 3.33 
10/30/2018," 1,530.42 ", 349.91 , 103.73 ," 6,276.46 "," 1,222.60 ", 3.36 
10/31/2018," 1,598.01 ", 354.86 , 106.81 ," 6,321.71 "," 1,212.30 ", 3.39 
11/1/2018," 1,665.53 ", 363.07 , 105.92 ," 6,341.09 "," 1,236.00 ", 3.38 
11/2/2018," 1,665.53 ", 357.75 , 106.16 ," 6,360.14 "," 1,282.20 ", 3.46 
11/5/2018," 1,627.80 ", 361.98 , 107.51 ," 6,396.35 "," 1,236.20 ", 3.43 
11/6/2018," 1,642.81 ", 366.47 , 107.72 ," 6,425.92 "," 1,230.50 ", 3.43 
11/7/2018," 1,755.49 ", 372.02 , 111.96 ," 6,514.49 "," 1,233.10 ", 3.43 
11/8/2018," 1,754.91 ", 370.77 , 111.75 ," 6,412.52 "," 1,229.30 ", 3.43 
11/9/2018," 1,712.43 ", 369.34 , 109.57 ," 6,343.63 "," 1,212.60 ", 3.40 
11/12/2018," 1,636.85 ", 357.03 , 106.87 ," 6,327.15 "," 1,207.30 ", 3.40 
11/13/2018," 1,631.17 ", 349.51 , 106.94 ," 6,282.44 "," 1,205.10 ", 3.36 
11/14/2018," 1,599.01 ", 344.72 , 104.97 ," 5,524.80 "," 1,213.80 ", 3.35 
11/15/2018," 1,619.44 ", 341.57 , 107.28 ," 5,511.15 "," 1,218.60 ", 3.36 
11/16/2018," 1,593.41 ", 335.95 , 108.29 ," 5,448.60 "," 1,226.40 ", 3.33 
11/19/2018," 1,512.29 ", 320.94 , 104.62 ," 4,800.34 "," 1,228.60 ", 3.32 
11/20/2018," 1,495.46 ", 317.70 , 101.71 ," 4,246.31 "," 1,224.40 ", 3.31 
11/21/2018," 1,516.73 ", 317.32 , 103.11 ," 4,478.30 "," 1,231.20 ", 3.31 
11/23/2018," 1,502.06 ", 312.32 , 103.07 ," 4,329.92 "," 1,226.60 ", 3.31 
11/26/2018," 1,581.33 ", 316.36 , 106.47 ," 3,640.56 "," 1,226.10 ", 3.32 
11/27/2018," 1,581.42 ", 318.03 , 107.14 ," 3,792.19 "," 1,217.10 ", 3.32 
11/28/2018," 1,677.75 ", 333.50 , 111.12 ," 4,174.32 "," 1,227.20 ", 3.34 
11/29/2018," 1,673.57 ", 342.56 , 110.19 ," 4,218.61 "," 1,227.90 ", 3.33 
11/30/2018," 1,690.17 ", 346.76 , 110.89 ," 3,952.45 "," 1,223.60 ", 3.30 
12/3/2018," 1,772.36 ", 359.96 , 112.09 ," 3,847.03 "," 1,236.90 ", 3.27 
12/4/2018," 1,668.40 ", 342.50 , 108.52 ," 3,889.29 "," 1,243.30 ", 3.16 
12/6/2018," 1,699.19 ", 331.90 , 109.19 ," 3,578.21 "," 1,239.70 ", 3.14 
12/7/2018," 1,629.13 ", 323.22 , 104.82 ," 3,391.87 "," 1,248.20 ", 3.14 
12/10/2018," 1,641.03 ", 326.35 , 107.59 ," 3,419.73 "," 1,244.90 ", 3.13 
12/11/2018," 1,643.24 ", 322.03 , 108.59 ," 3,360.95 "," 1,242.80 ", 3.13 
12/12/2018," 1,663.54 ", 326.69 , 109.08 ," 3,414.83 "," 1,246.10 ", 3.15 
12/13/2018," 1,658.38 ", 325.47 , 109.45 ," 3,263.55 "," 1,243.70 ", 3.16 
12/14/2018," 1,591.91 ", 318.75 , 106.03 ," 3,212.21 "," 1,237.90 ", 3.14 
12/17/2018," 1,520.91 ", 316.13 , 102.89 ," 3,478.46 "," 1,248.20 ", 3.11 
12/18/2018," 1,551.48 ", 328.06 , 103.97 ," 3,562.89 "," 1,250.10 ", 3.07 
12/19/2018," 1,495.08 ", 319.55 , 103.69 ," 3,709.32 "," 1,252.60 ", 3.00 
12/20/2018," 1,460.83 ", 313.05 , 101.51 ," 4,065.80 "," 1,263.90 ", 3.02 
12/21/2018," 1,377.45 ", 304.55 , 98.23 ," 3,824.74 "," 1,254.60 ", 3.03 
12/24/2018," 1,343.96 ", 294.16 , 94.13 ," 4,054.30 "," 1,267.90 ", 3.00 
12/26/2018," 1,470.90 ", 313.93 , 100.56 ," 3,807.15 "," 1,269.00 ", 3.06 
12/27/2018," 1,461.64 ", 317.14 , 101.18 ," 3,587.20 "," 1,277.40 ", 3.05 
12/28/2018," 1,478.02 ", 316.38 , 100.39 ," 3,865.53 "," 1,279.90 ", 3.04 
12/31/2018," 1,501.97 ", 322.50 , 101.57 ," 3,689.56 "," 1,278.30 ", 3.02 
1/1/2019," 1,501.97 ", 322.50 , 101.57 ," 3,715.56 "," 1,278.30 ", 3.02 
1/2/2019," 1,539.13 ", 323.81 , 101.12 ," 3,882.30 "," 1,281.00 ", 2.97 
