Date,AMZN,BA,MSFT,BTC,Gold,30 T-Bond
2/1/2012, 179.46 , 75.37 , 29.89 ,," 1,754.80 ", 3.01 
2/2/2012, 181.72 , 75.22 , 29.95 ,," 1,764.60 ", 3.01 
2/3/2012, 187.68 , 76.34 , 30.24 ,," 1,745.50 ", 3.13 
2/6/2012, 183.14 , 75.46 , 30.20 ,," 1,730.10 ", 3.08 
2/7/2012, 184.19 , 75.20 , 30.35 ,," 1,753.70 ", 3.14 
2/8/2012, 185.48 , 75.46 , 30.66 ,," 1,736.60 ", 3.14 
2/9/2012, 184.98 , 75.90 , 30.77 ,," 1,746.60 ", 3.20 
2/10/2012, 185.54 , 74.95 , 30.50 ,," 1,730.70 ", 3.11 
2/13/2012, 191.59 , 74.85 , 30.58 ,," 1,730.30 ", 3.14 
2/14/2012, 191.30 , 75.56 , 30.25 ,," 1,722.90 ", 3.06 
2/15/2012, 184.47 , 75.21 , 30.05 ,," 1,733.40 ", 3.09 
2/16/2012, 179.93 , 75.27 , 31.29 ,," 1,733.70 ", 3.14 
2/17/2012, 182.50 , 75.35 , 31.25 ,," 1,731.30 ", 3.16 
2/21/2012, 182.26 , 75.72 , 31.44 ,," 1,764.10 ", 3.20 
2/22/2012, 180.58 , 76.06 , 31.27 ,," 1,776.80 ", 3.15 
2/23/2012, 178.89 , 75.85 , 31.37 ,," 1,792.00 ", 3.13 
2/24/2012, 179.13 , 76.06 , 31.48 ,," 1,782.00 ", 3.10 
2/27/2012, 178.53 , 75.21 , 31.35 ,," 1,780.40 ", 3.04 
2/28/2012, 183.80 , 75.16 , 31.87 ,," 1,793.90 ", 3.07 
2/29/2012, 179.69 , 74.95 , 31.74 ,," 1,716.60 ", 3.08 
3/1/2012, 180.04 , 75.08 , 32.29 ,," 1,727.60 ", 3.15 
3/2/2012, 179.30 , 74.90 , 32.08 ,," 1,715.20 ", 3.11 
3/5/2012, 180.26 , 74.13 , 31.80 ,," 1,709.30 ", 3.13 
3/6/2012, 181.09 , 72.56 , 31.56 ,," 1,677.50 ", 3.08 
3/7/2012, 183.77 , 73.52 , 31.84 ,," 1,689.40 ", 3.12 
3/8/2012, 187.64 , 74.17 , 32.01 ,," 1,704.10 ", 3.18 
3/9/2012, 184.32 , 73.29 , 31.99 ,," 1,716.90 ", 3.19 
3/12/2012, 183.39 , 73.60 , 32.04 ,," 1,705.00 ", 3.17 
3/13/2012, 184.59 , 74.31 , 32.67 ,," 1,699.30 ", 3.26 
3/14/2012, 182.26 , 75.23 , 32.77 ,," 1,647.70 ", 3.43 
3/15/2012, 184.43 , 75.43 , 32.85 ,," 1,664.20 ", 3.41 
3/16/2012, 185.05 , 75.20 , 32.60 ,," 1,660.50 ", 3.41 
3/19/2012, 185.52 , 75.40 , 32.20 ,," 1,672.10 ", 3.48 
3/20/2012, 192.33 , 75.14 , 31.99 ,," 1,651.70 ", 3.46 
3/21/2012, 191.73 , 75.01 , 31.91 ,," 1,655.00 ", 3.38 
3/22/2012, 192.40 , 73.92 , 32.00 ,," 1,647.20 ", 3.37 
3/23/2012, 195.04 , 73.97 , 32.01 ,," 1,667.30 ", 3.31 
3/26/2012, 202.87 , 75.18 , 32.59 ,," 1,690.60 ", 3.33 
3/27/2012, 205.44 , 74.81 , 32.52 ,," 1,690.10 ", 3.29 
3/28/2012, 201.16 , 74.33 , 32.19 ,," 1,662.90 ", 3.31 
3/29/2012, 204.61 , 74.08 , 32.12 ,," 1,657.20 ", 3.27 
3/30/2012, 202.51 , 74.37 , 32.26 ,," 1,674.30 ", 3.35 
4/2/2012, 198.05 , 75.17 , 32.29 ,," 1,682.20 ", 3.35 
4/3/2012, 199.66 , 74.65 , 31.94 ,," 1,674.40 ", 3.41 
4/4/2012, 193.99 , 73.67 , 31.21 ,," 1,616.40 ", 3.37 
4/5/2012, 194.39 , 73.59 , 31.52 ,," 1,632.40 ", 3.32 
4/9/2012, 191.87 , 72.43 , 31.10 ,," 1,646.30 ", 3.18 
4/10/2012, 186.98 , 70.60 , 30.47 ,," 1,663.00 ", 3.13 
4/11/2012, 187.97 , 71.77 , 30.35 ,," 1,662.60 ", 3.18 
4/12/2012, 190.69 , 73.50 , 30.98 ,," 1,682.80 ", 3.22 
4/13/2012, 188.46 , 72.92 , 30.81 ,," 1,662.40 ", 3.14 
4/16/2012, 185.50 , 72.68 , 31.08 ,," 1,651.90 ", 3.12 
4/17/2012, 188.39 , 74.09 , 31.44 ,," 1,653.30 ", 3.15 
4/18/2012, 191.07 , 73.71 , 31.14 ,," 1,641.80 ", 3.13 
4/19/2012, 191.10 , 73.10 , 31.01 ,," 1,643.60 ", 3.12 
4/20/2012, 189.98 , 73.55 , 32.42 ,," 1,645.00 ", 3.12 
4/23/2012, 188.24 , 72.86 , 32.12 ,," 1,634.80 ", 3.08 
4/24/2012, 190.33 , 73.21 , 31.92 ,," 1,646.00 ", 3.12 
4/25/2012, 194.42 , 77.08 , 32.20 ,," 1,644.60 ", 3.15 
4/26/2012, 195.99 , 76.99 , 32.11 ,," 1,662.90 ", 3.13 
4/27/2012, 226.85 , 77.27 , 31.98 ,," 1,667.20 ", 3.12 
4/30/2012, 231.90 , 76.80 , 32.02 ,," 1,666.50 ", 3.12 
5/1/2012, 230.04 , 77.25 , 32.01 ,," 1,664.70 ", 3.16 
5/2/2012, 230.25 , 77.26 , 31.80 ,," 1,656.30 ", 3.11 
5/3/2012, 229.45 , 76.83 , 31.76 ,," 1,637.00 ", 3.12 
5/4/2012, 223.99 , 75.84 , 30.98 ,," 1,647.40 ", 3.07 
5/7/2012, 225.16 , 75.96 , 30.65 ,," 1,641.40 ", 3.07 
5/8/2012, 223.90 , 75.40 , 30.50 ,," 1,604.00 ", 3.03 
5/9/2012, 222.98 , 74.05 , 30.76 ,," 1,593.70 ", 3.03 
5/10/2012, 226.69 , 73.80 , 30.74 ,," 1,597.80 ", 3.07 
5/11/2012, 227.68 , 73.56 , 31.16 ,," 1,586.30 ", 3.02 
5/14/2012, 222.93 , 73.12 , 30.68 ,," 1,563.20 ", 2.95 
5/15/2012, 224.39 , 72.58 , 30.21 ,," 1,559.30 ", 2.91 
5/16/2012, 224.06 , 72.35 , 29.90 ,," 1,538.70 ", 2.90 
5/17/2012, 218.36 , 69.73 , 29.72 ,," 1,577.10 ", 2.80 
5/18/2012, 213.85 , 69.15 , 29.27 ,," 1,594.20 ", 2.80 
5/21/2012, 218.11 , 71.78 , 29.75 ,," 1,591.00 ", 2.80 
5/22/2012, 215.33 , 71.48 , 29.76 ,," 1,578.80 ", 2.88 
5/23/2012, 217.28 , 71.57 , 29.11 ,," 1,550.60 ", 2.81 
5/24/2012, 215.24 , 71.39 , 29.07 ,," 1,559.80 ", 2.86 
5/25/2012, 212.89 , 70.00 , 29.06 ,," 1,571.20 ", 2.85 
5/29/2012, 214.75 , 70.40 , 29.56 ,," 1,551.00 ", 2.85 
5/30/2012, 209.23 , 69.39 , 29.34 ,," 1,565.70 ", 2.72 
5/31/2012, 212.91 , 69.61 , 29.19 ,," 1,564.20 ", 2.67 
6/1/2012, 208.22 , 67.24 , 28.45 ,," 1,622.10 ", 2.53 
6/4/2012, 214.57 , 67.50 , 28.55 ,," 1,613.90 ", 2.56 
6/5/2012, 213.21 , 67.58 , 28.51 ,," 1,616.90 ", 2.63 
6/6/2012, 217.64 , 69.02 , 29.35 ,," 1,634.20 ", 2.73 
6/7/2012, 218.80 , 69.95 , 29.23 ,," 1,588.00 ", 2.75 
6/8/2012, 218.48 , 69.94 , 29.65 ,," 1,591.40 ", 2.77 
6/11/2012, 216.50 , 70.11 , 28.90 ,," 1,596.80 ", 2.71 
6/12/2012, 216.42 , 72.58 , 29.29 ,," 1,613.80 ", 2.77 
6/13/2012, 214.73 , 72.06 , 29.13 ,," 1,619.40 ", 2.70 
6/14/2012, 214.45 , 71.85 , 29.34 ,," 1,619.60 ", 2.73 
6/15/2012, 218.35 , 71.99 , 30.02 ,," 1,628.10 ", 2.70 
6/18/2012, 222.66 , 71.90 , 29.84 ,," 1,627.00 ", 2.67 
6/19/2012, 224.03 , 72.92 , 30.70 ,," 1,623.20 ", 2.73 
6/20/2012, 223.02 , 73.01 , 30.93 ,," 1,615.80 ", 2.72 
6/21/2012, 220.58 , 71.37 , 30.14 ,," 1,565.50 ", 2.68 
6/22/2012, 222.16 , 71.96 , 30.70 ,," 1,566.90 ", 2.75 
6/25/2012, 220.07 , 71.05 , 29.87 ,," 1,588.40 ", 2.69 
6/26/2012, 225.61 , 70.93 , 30.02 ,," 1,574.90 ", 2.71 
6/27/2012, 225.62 , 71.87 , 30.17 ,," 1,578.40 ", 2.70 
6/28/2012, 221.31 , 71.58 , 29.91 ,," 1,550.40 ", 2.67 
6/29/2012, 228.35 , 74.30 , 30.59 ,," 1,604.20 ", 2.76 
7/2/2012, 229.32 , 73.18 , 30.56 ,," 1,597.70 ", 2.69 
7/3/2012, 229.53 , 74.27 , 30.76 ,," 1,621.80 ", 2.74 
7/5/2012, 227.06 , 74.44 , 30.70 ,," 1,609.40 ", 2.72 
7/6/2012, 225.05 , 73.69 , 30.19 ,," 1,578.90 ", 2.66 
7/9/2012, 225.05 , 74.03 , 30.00 ,," 1,589.10 ", 2.62 
7/10/2012, 219.50 , 73.22 , 29.74 ,," 1,579.80 ", 2.60 
7/11/2012, 218.37 , 71.52 , 29.30 ,," 1,575.70 ", 2.60 
7/12/2012, 215.36 , 71.71 , 28.63 ,," 1,565.30 ", 2.57 
7/13/2012, 218.39 , 73.51 , 29.39 ,," 1,592.00 ", 2.58 
7/16/2012, 216.01 , 72.97 , 29.44 ,," 1,591.60 ", 2.56 
7/17/2012, 216.93 , 73.11 , 29.66 ,," 1,589.50 ", 2.59 
7/18/2012, 217.47 , 73.89 , 30.45 ,," 1,570.80 ", 2.59 
7/19/2012, 226.17 , 74.86 , 30.67 ,," 1,580.40 ", 2.61 
7/20/2012, 228.29 , 73.89 , 30.12 ,," 1,582.80 ", 2.55 
7/23/2012, 226.01 , 72.91 , 29.28 ,," 1,577.40 ", 2.52 
7/24/2012, 223.04 , 72.03 , 29.15 ,," 1,576.20 ", 2.47 
7/25/2012, 217.05 , 74.03 , 28.83 ,," 1,608.10 ", 2.46 
7/26/2012, 220.01 , 74.91 , 29.16 ,," 1,615.10 ", 2.49 
7/27/2012, 237.32 , 75.51 , 29.76 ,," 1,618.00 ", 2.63 
7/30/2012, 236.09 , 74.86 , 29.64 ,," 1,619.70 ", 2.58 
7/31/2012, 233.30 , 73.91 , 29.47 ,," 1,612.40 ", 2.56 
8/1/2012, 232.09 , 72.77 , 29.41 ,," 1,605.10 ", 2.60 
8/2/2012, 230.81 , 71.99 , 29.19 ,," 1,588.60 ", 2.55 
8/3/2012, 234.97 , 72.81 , 29.75 ,," 1,607.10 ", 2.65 
8/6/2012, 233.99 , 72.89 , 29.95 ,," 1,614.10 ", 2.65 
8/7/2012, 236.56 , 74.46 , 30.26 ,," 1,610.70 ", 2.72 
8/8/2012, 234.38 , 74.60 , 30.33 ,," 1,613.90 ", 2.75 
8/9/2012, 234.06 , 74.28 , 30.50 ,," 1,618.10 ", 2.78 
8/10/2012, 232.75 , 74.21 , 30.42 ,," 1,620.70 ", 2.74 
8/13/2012, 232.44 , 74.19 , 30.39 ,," 1,610.60 ", 2.74 
8/14/2012, 233.19 , 73.81 , 30.13 ,," 1,600.40 ", 2.82 
8/15/2012, 237.42 , 73.07 , 30.20 ,," 1,604.60 ", 2.90 
8/16/2012, 241.55 , 73.64 , 30.78 ,," 1,617.10 ", 2.96 
8/17/2012, 241.17 , 73.91 , 30.90 ,," 1,617.30 ", 2.93 
8/20/2012, 240.35 , 73.83 , 30.74 ,," 1,620.90 ", 2.93 
8/21/2012, 239.45 , 73.27 , 30.80 ,," 1,640.70 ", 2.90 
8/22/2012, 243.10 , 72.80 , 30.54 ,," 1,638.30 ", 2.82 
8/23/2012, 241.20 , 70.36 , 30.26 ,," 1,670.60 ", 2.79 
8/24/2012, 245.74 , 71.09 , 30.56 ,," 1,670.70 ", 2.79 
8/27/2012, 243.92 , 71.38 , 30.69 ,," 1,673.30 ", 2.76 
8/28/2012, 246.11 , 71.52 , 30.63 ,," 1,667.40 ", 2.75 
8/29/2012, 247.12 , 71.44 , 30.65 ,," 1,660.70 ", 2.77 
8/30/2012, 246.22 , 70.82 , 30.32 ,," 1,654.80 ", 2.75 
8/31/2012, 248.27 , 71.40 , 30.82 ,," 1,685.30 ", 2.68 
9/4/2012, 247.88 , 70.87 , 30.39 ,," 1,693.60 ", 2.69 
9/5/2012, 246.22 , 71.92 , 30.39 ,," 1,691.60 ", 2.70 
9/6/2012, 251.38 , 72.82 , 31.35 ,," 1,703.20 ", 2.80 
9/7/2012, 259.14 , 72.89 , 30.95 ,," 1,738.00 ", 2.81 
9/10/2012, 257.09 , 71.08 , 30.72 ,," 1,729.20 ", 2.83 
9/11/2012, 255.67 , 71.27 , 30.79 ,," 1,732.30 ", 2.84 
9/12/2012, 255.63 , 70.96 , 30.78 ,," 1,731.10 ", 2.92 
9/13/2012, 260.24 , 71.58 , 30.94 ,," 1,769.50 ", 2.95 
9/14/2012, 261.27 , 71.28 , 31.21 ,," 1,770.10 ", 3.09 
9/17/2012, 258.00 , 69.92 , 31.21 ,," 1,768.00 ", 3.03 
9/18/2012, 258.75 , 70.45 , 31.18 ,," 1,768.70 ", 3.00 
9/19/2012, 261.68 , 69.90 , 31.05 ,," 1,769.30 ", 2.97 
9/20/2012, 260.81 , 69.85 , 31.45 ,," 1,767.80 ", 2.96 
9/21/2012, 257.47 , 69.97 , 31.19 ,," 1,775.60 ", 2.95 
9/24/2012, 254.81 , 70.03 , 30.78 ,," 1,762.20 ", 2.91 
9/25/2012, 252.46 , 69.38 , 30.39 ,," 1,763.90 ", 2.86 
9/26/2012, 249.67 , 70.25 , 30.17 ,," 1,755.70 ", 2.79 
9/27/2012, 256.59 , 70.10 , 30.16 ,," 1,782.60 ", 2.83 
9/28/2012, 254.32 , 69.60 , 29.76 ,," 1,776.10 ", 2.82 
10/1/2012, 252.01 , 70.01 , 29.49 ,," 1,785.50 ", 2.81 
10/2/2012, 250.60 , 69.53 , 29.66 ,," 1,777.70 ", 2.81 
10/3/2012, 255.92 , 69.86 , 29.86 ,," 1,781.90 ", 2.82 
10/4/2012, 260.47 , 69.94 , 30.03 ,," 1,798.60 ", 2.89 
10/5/2012, 258.51 , 70.89 , 29.85 ,," 1,782.90 ", 2.96 
10/8/2012, 259.06 , 70.57 , 29.78 ,," 1,777.80 ", 2.96 
10/9/2012, 250.96 , 70.64 , 29.28 ,," 1,767.10 ", 2.93 
10/10/2012, 244.99 , 70.34 , 28.98 ,," 1,767.20 ", 2.89 
10/11/2012, 244.22 , 70.83 , 28.95 ,," 1,772.70 ", 2.86 
10/12/2012, 242.36 , 71.85 , 29.20 ,," 1,761.80 ", 2.83 
10/15/2012, 244.18 , 72.25 , 29.51 ,," 1,739.70 ", 2.85 
10/16/2012, 243.94 , 73.48 , 29.49 ,," 1,748.40 ", 2.91 
10/17/2012, 247.49 , 73.63 , 29.59 ,," 1,755.20 ", 2.98 
10/18/2012, 244.85 , 74.26 , 29.50 ,," 1,746.90 ", 3.02 
10/19/2012, 240.00 , 74.01 , 28.64 ,," 1,726.10 ", 2.94 
10/22/2012, 233.78 , 73.70 , 28.00 ,," 1,728.40 ", 2.95 
10/23/2012, 234.31 , 72.82 , 28.05 ,," 1,711.50 ", 2.91 
10/24/2012, 228.49 , 72.71 , 27.90 ,," 1,703.70 ", 2.93 
10/25/2012, 222.92 , 71.54 , 27.88 ,," 1,715.00 ", 2.98 
10/26/2012, 238.24 , 71.11 , 28.21 ,," 1,714.00 ", 2.92 
10/31/2012, 232.89 , 70.44 , 28.54 ,," 1,721.30 ", 2.85 
11/1/2012, 232.14 , 70.79 , 29.52 ,," 1,717.70 ", 2.89 
11/2/2012, 232.42 , 70.05 , 29.50 ,," 1,677.30 ", 2.91 
11/5/2012, 234.33 , 70.41 , 29.63 ,," 1,685.40 ", 2.88 
11/6/2012, 237.56 , 72.02 , 29.86 ,," 1,717.20 ", 2.92 
11/7/2012, 232.06 , 70.11 , 29.08 ,," 1,716.20 ", 2.83 
11/8/2012, 227.35 , 70.98 , 28.81 ,," 1,728.30 ", 2.77 
11/9/2012, 226.31 , 73.25 , 28.83 ,," 1,733.20 ", 2.75 
11/12/2012, 226.47 , 73.69 , 28.22 ,," 1,733.20 ", 2.72 
11/13/2012, 226.60 , 73.36 , 27.09 ,," 1,727.10 ", 2.72 
11/14/2012, 222.95 , 71.29 , 26.84 ,," 1,732.50 ", 2.73 
11/15/2012, 220.60 , 71.04 , 26.66 ,," 1,716.10 ", 2.72 
11/16/2012, 225.23 , 70.77 , 26.52 ,," 1,716.90 ", 2.73 
11/19/2012, 229.71 , 71.96 , 26.73 ,," 1,736.70 ", 2.76 
11/20/2012, 233.78 , 72.54 , 26.71 ,," 1,725.90 ", 2.82 
11/21/2012, 238.03 , 73.15 , 26.95 ,," 1,730.60 ", 2.83 
11/23/2012, 239.88 , 73.74 , 27.70 ,," 1,753.80 ", 2.83 
11/26/2012, 243.62 , 74.27 , 27.39 ,," 1,752.00 ", 2.80 
11/27/2012, 243.40 , 74.49 , 27.08 ,," 1,744.80 ", 2.79 
11/28/2012, 247.11 , 74.09 , 27.36 ,," 1,718.80 ", 2.79 
11/29/2012, 251.27 , 74.12 , 26.95 ,," 1,729.50 ", 2.79 
11/30/2012, 252.05 , 74.28 , 26.62 ,," 1,712.70 ", 2.81 
12/3/2012, 250.33 , 74.02 , 26.43 ,," 1,721.10 ", 2.80 
12/4/2012, 252.49 , 74.05 , 26.37 ,," 1,695.80 ", 2.78 
12/5/2012, 253.96 , 73.87 , 26.67 ,," 1,693.80 ", 2.78 
12/6/2012, 253.37 , 73.98 , 26.73 ,," 1,701.80 ", 2.76 
12/7/2012, 253.27 , 74.64 , 26.46 ,," 1,705.50 ", 2.81 
12/10/2012, 247.77 , 75.53 , 26.94 ,," 1,714.40 ", 2.80 
12/11/2012, 250.69 , 75.82 , 27.32 ,," 1,709.60 ", 2.83 
12/12/2012, 251.76 , 75.47 , 27.24 ,," 1,717.90 ", 2.90 
12/13/2012, 251.25 , 74.32 , 27.11 ,," 1,696.80 ", 2.90 
12/14/2012, 249.19 , 74.02 , 26.81 ,," 1,697.00 ", 2.87 
12/17/2012, 253.86 , 74.65 , 27.10 ,," 1,698.20 ", 2.94 
12/18/2012, 260.40 , 75.52 , 27.56 ,," 1,670.70 ", 3.00 
12/19/2012, 257.99 , 75.51 , 27.31 ,," 1,667.70 ", 2.99 
12/20/2012, 261.50 , 76.20 , 27.68 ,," 1,645.90 ", 2.98 
12/21/2012, 256.92 , 76.17 , 27.45 ,," 1,660.10 ", 2.93 
12/24/2012, 258.62 , 75.97 , 27.06 ,," 1,659.50 ", 2.94 
12/26/2012, 248.63 , 76.02 , 26.86 ,," 1,660.70 ", 2.94 
12/27/2012, 248.31 , 75.83 , 26.96 ,," 1,663.70 ", 2.89 
12/28/2012, 245.18 , 74.69 , 26.55 ,," 1,655.90 ", 2.88 
12/31/2012, 250.87 , 75.36 , 26.71 ,," 1,675.80 ", 2.95 
1/2/2013, 257.31 , 77.07 , 27.62 ,," 1,688.80 ", 3.04 
1/3/2013, 258.48 , 77.47 , 27.25 ,," 1,674.60 ", 3.12 
1/4/2013, 259.15 , 77.69 , 26.74 ,," 1,648.90 ", 3.10 
1/7/2013, 268.46 , 76.13 , 26.69 ,," 1,646.30 ", 3.10 
1/8/2013, 266.38 , 74.13 , 26.55 ,," 1,662.20 ", 3.06 
1/9/2013, 266.35 , 76.76 , 26.70 ,," 1,655.50 ", 3.06 
1/10/2013, 265.34 , 77.09 , 26.46 ,," 1,678.00 ", 3.08 
1/11/2013, 267.94 , 75.16 , 26.83 ,," 1,660.60 ", 3.05 
1/14/2013, 272.73 , 76.55 , 26.89 ,," 1,669.40 ", 3.05 
1/15/2013, 271.90 , 76.94 , 27.21 ,," 1,683.90 ", 3.02 
1/16/2013, 268.93 , 74.34 , 27.04 ,," 1,683.20 ", 3.01 
1/17/2013, 270.48 , 75.26 , 27.25 ,," 1,690.80 ", 3.06 
1/18/2013, 272.12 , 75.04 , 27.25 ,," 1,687.00 ", 3.03 
1/22/2013, 270.19 , 74.16 , 27.15 ,," 1,693.20 ", 3.02 
1/23/2013, 268.11 , 74.29 , 27.61 ,," 1,686.70 ", 3.02 
1/24/2013, 273.62 , 75.32 , 27.63 ,," 1,669.90 ", 3.04 
1/25/2013, 283.99 , 75.03 , 27.88 ,," 1,656.60 ", 3.14 
1/28/2013, 276.04 , 74.00 , 27.91 ,," 1,652.90 ", 3.15 
1/29/2013, 260.35 , 73.65 , 28.01 ,," 1,662.70 ", 3.18 
1/30/2013, 272.76 , 74.59 , 27.85 ,," 1,681.60 ", 3.19 
1/31/2013, 265.50 , 73.87 , 27.45 ,," 1,662.00 ", 3.17 
2/1/2013, 265.00 , 74.87 , 27.93 ,," 1,670.60 ", 3.21 
2/4/2013, 259.98 , 75.21 , 27.44 ,," 1,676.40 ", 3.17 
2/5/2013, 266.89 , 75.89 , 27.50 ,," 1,673.50 ", 3.21 
2/6/2013, 262.22 , 76.29 , 27.34 ,," 1,678.80 ", 3.18 
2/7/2013, 260.23 , 77.43 , 27.28 ,," 1,671.30 ", 3.17 
2/8/2013, 261.95 , 76.56 , 27.55 ,," 1,666.90 ", 3.17 
2/11/2013, 257.21 , 75.87 , 27.86 ,," 1,649.10 ", 3.16 
2/12/2013, 258.70 , 75.99 , 27.88 ,," 1,649.60 ", 3.19 
2/13/2013, 269.47 , 74.78 , 28.03 ,," 1,645.10 ", 3.23 
2/14/2013, 269.24 , 74.93 , 28.04 ,," 1,635.50 ", 3.17 
2/15/2013, 265.09 , 75.03 , 28.01 ,," 1,609.50 ", 3.18 
2/19/2013, 269.75 , 74.65 , 28.05 ,," 1,604.20 ", 3.21 
2/20/2013, 266.41 , 74.78 , 27.87 ,," 1,578.00 ", 3.20 
2/21/2013, 265.94 , 76.01 , 27.49 ,," 1,578.60 ", 3.17 
2/22/2013, 265.42 , 76.66 , 27.76 ,," 1,572.80 ", 3.15 
2/25/2013, 259.87 , 75.03 , 27.37 ,," 1,586.60 ", 3.08 
2/26/2013, 259.36 , 75.65 , 27.37 ,," 1,615.50 ", 3.08 
2/27/2013, 263.25 , 77.36 , 27.81 ,," 1,595.70 ", 3.11 
2/28/2013, 264.27 , 76.90 , 27.80 ,," 1,578.10 ", 3.10 
3/1/2013, 265.74 , 77.28 , 27.95 ,," 1,572.30 ", 3.06 
3/4/2013, 273.11 , 77.09 , 28.15 ,," 1,572.40 ", 3.08 
3/5/2013, 275.59 , 78.66 , 28.35 ,," 1,574.90 ", 3.10 
3/6/2013, 273.79 , 79.08 , 28.09 ,," 1,574.90 ", 3.15 
3/7/2013, 273.88 , 81.05 , 28.14 ,," 1,575.10 ", 3.20 
3/8/2013, 274.19 , 81.23 , 28.00 ,," 1,576.90 ", 3.25 
3/11/2013, 271.24 , 82.94 , 27.87 ,," 1,578.00 ", 3.26 
3/12/2013, 274.13 , 84.16 , 27.91 ,," 1,591.70 ", 3.22 
3/13/2013, 275.10 , 84.75 , 27.92 ,," 1,588.40 ", 3.22 
3/14/2013, 265.74 , 84.62 , 28.14 ,," 1,590.70 ", 3.25 
3/15/2013, 261.82 , 86.43 , 28.04 ,," 1,592.60 ", 3.22 
3/18/2013, 257.89 , 85.18 , 28.10 ,," 1,604.60 ", 3.18 
3/19/2013, 256.41 , 85.51 , 28.18 ,," 1,611.30 ", 3.13 
3/20/2013, 257.28 , 85.37 , 28.32 ,," 1,607.50 ", 3.19 
3/21/2013, 253.39 , 84.33 , 28.11 ,," 1,613.80 ", 3.15 
3/22/2013, 257.75 , 84.82 , 28.25 ,," 1,606.10 ", 3.13 
3/25/2013, 256.02 , 84.85 , 28.16 ,," 1,604.50 ", 3.14 
3/26/2013, 260.31 , 86.62 , 28.16 ,," 1,595.70 ", 3.13 
3/27/2013, 265.30 , 86.20 , 28.37 ,," 1,608.90 ", 3.09 
3/28/2013, 266.49 , 85.85 , 28.61 ,," 1,597.40 ", 3.10 
4/1/2013, 261.61 , 85.25 , 28.61 ,," 1,602.60 ", 3.08 
4/2/2013, 263.32 , 84.09 , 28.80 ,," 1,577.50 ", 3.10 
4/3/2013, 259.03 , 84.36 , 28.56 ,," 1,555.10 ", 3.05 
4/4/2013, 259.08 , 84.95 , 28.60 ,," 1,553.90 ", 2.99 
4/5/2013, 255.48 , 86.17 , 28.70 ,," 1,577.50 ", 2.87 
4/8/2013, 258.95 , 86.75 , 28.59 ,," 1,574.10 ", 2.91 
4/9/2013, 261.14 , 87.21 , 29.61 ,," 1,588.30 ", 2.94 
4/10/2013, 264.77 , 87.82 , 30.28 ,," 1,560.40 ", 3.01 
4/11/2013, 269.85 , 88.53 , 28.94 ,," 1,566.50 ", 3.01 
4/12/2013, 272.87 , 88.89 , 28.79 ,," 1,502.90 ", 2.92 
4/15/2013, 267.72 , 86.77 , 28.69 ,," 1,362.10 ", 2.88 
4/16/2013, 272.34 , 86.89 , 28.97 ,," 1,388.50 ", 2.91 
4/17/2013, 267.40 , 86.69 , 28.83 ,," 1,383.90 ", 2.89 
4/18/2013, 259.42 , 86.12 , 28.79 ,," 1,393.80 ", 2.87 
4/19/2013, 260.32 , 87.96 , 29.77 ,," 1,397.00 ", 2.88 
4/22/2013, 263.55 , 86.94 , 30.83 ,," 1,422.70 ", 2.88 
4/23/2013, 268.90 , 88.18 , 30.60 ,," 1,410.30 ", 2.90 
4/24/2013, 268.78 , 90.83 , 31.76 ,," 1,425.30 ", 2.89 
4/25/2013, 274.70 , 91.67 , 31.94 ,," 1,463.70 ", 2.91 
4/26/2013, 254.81 , 92.85 , 31.79 ,," 1,455.10 ", 2.87 
4/29/2013, 249.74 , 91.90 , 32.61 ,," 1,468.10 ", 2.88 
4/30/2013, 253.81 , 91.41 , 33.10 ,," 1,472.70 ", 2.88 
5/1/2013, 248.23 , 91.18 , 32.72 ,," 1,446.80 ", 2.83 
5/2/2013, 252.55 , 92.21 , 33.16 ,," 1,468.20 ", 2.82 
5/3/2013, 258.05 , 93.74 , 33.49 ,," 1,464.80 ", 2.96 
5/6/2013, 255.72 , 94.19 , 33.75 ,," 1,468.60 ", 2.98 
5/7/2013, 257.73 , 94.79 , 33.31 ,," 1,449.40 ", 3.00 
5/8/2013, 258.68 , 94.04 , 32.99 ,," 1,474.30 ", 2.99 
5/9/2013, 260.16 , 94.61 , 32.66 ,," 1,469.10 ", 3.01 
5/10/2013, 263.63 , 94.24 , 32.69 ,," 1,437.00 ", 3.10 
5/13/2013, 264.51 , 94.76 , 33.03 ,," 1,434.90 ", 3.13 
5/14/2013, 268.33 , 96.11 , 33.53 ,," 1,425.10 ", 3.17 
5/15/2013, 266.56 , 97.02 , 33.85 ,," 1,396.80 ", 3.16 
5/16/2013, 264.12 , 96.58 , 34.08 ,," 1,387.50 ", 3.09 
5/17/2013, 269.90 , 98.92 , 34.87 ,," 1,365.30 ", 3.17 
5/20/2013, 267.63 , 98.72 , 35.08 ,," 1,384.80 ", 3.18 
5/21/2013, 268.86 , 98.75 , 34.85 ,," 1,378.20 ", 3.14 
5/22/2013, 262.96 , 97.93 , 34.61 ,," 1,367.90 ", 3.21 
5/23/2013, 261.80 , 99.75 , 34.15 ,," 1,392.30 ", 3.20 
5/24/2013, 261.74 , 100.00 , 34.27 ,," 1,387.00 ", 3.18 
5/28/2013, 267.29 , 100.11 , 35.02 ,," 1,379.30 ", 3.31 
5/29/2013, 265.53 , 99.09 , 34.88 ,," 1,391.60 ", 3.27 
