Date,Region,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
2013-01-31,Bothell,351,99,138,185,27,-13,-47
2013-01-31,Mercer Island,883,28,58,80,37,-60,-51
2013-01-31,Kent,214,85,129,273,51,-4,-39
2013-01-31,Seattle,367,552,904,1257,25,-13,-37
2013-02-28,Edmonds,315,54,94,144,25,-34,-57
2013-02-28,Sammamish,601,101,133,112,13,-21,-72
2013-02-28,North Bend,340,23,37,76,60,-15,5
2013-02-28,Kent,243,114,149,265,55,4,-17
2013-02-28,Auburn,240,143,176,300,57,-21,-40
2013-02-28,Kirkland,435,141,170,213,12,-5,-55
2013-02-28,Everett,234,186,272,349,39,3,-24
2013-02-28,Puyallup,200,150,182,409,52,-34,-48
2013-02-28,Olympia,231,139,228,531,77,-31,-38
2013-02-28,Bellevue,475,173,212,263,10,-7,-45
2013-02-28,Mukilteo,418,28,42,57,27,-34,-156
2013-02-28,Lynnwood,269,94,124,147,28,-18,-54
2013-02-28,Seattle,399,819,1094,1264,13,-12,-27
2013-02-28,SeaTac,165,24,24,61,26,-13,-40
2013-02-28,Issaquah,415,129,135,139,18,-18,-92
2013-02-28,DuPont,300,7,18,43,27,-5,-55
2013-02-28,Brier,330,6,12,14,12,-39,-130
2013-02-28,Woodinville,440,42,68,81,32,-5,-35
2013-02-28,Redmond,440,91,168,190,13,-30,-89
2013-02-28,Burien,190,49,71,116,18,-23,-89
2013-02-28,Tacoma,159,344,472,1009,42,-20,-30
2013-02-28,Lake Forest Park,416,18,20,33,8,-12,-84
2013-02-28,Snoqualmie,445,39,39,57,30,-14,-101
2013-02-28,Lakewood,225,34,63,157,106,54,1
2013-02-28,Tukwila,175,17,36,50,65,6,-45
2013-02-28,Bainbridge Island,499,39,68,120,88,-6,-10
2013-02-28,Newcastle,611,20,21,29,15,-26,-14
2013-02-28,Renton,269,177,192,242,23,-29,-39
2013-02-28,Mountlake Terrace,226,32,24,27,16,-1,-19
2013-02-28,Mill Creek,405,27,34,38,15,-53,-74
2013-02-28,Federal Way,197,84,120,206,41,-8,-53
2013-02-28,Des Moines,175,27,50,76,21,-42,-39
2013-02-28,Marysville,228,78,100,129,40,5,-13
2013-02-28,Seattle,324,3367,4416,6036,23,-16,-46
2013-02-28,Shoreline,310,59,57,84,16,-67,-60
2013-02-28,Mercer Island,880,39,38,85,7,-30,-79
2013-02-28,Kenmore,330,33,24,30,33,-2,-79
2013-02-28,Bothell,365,143,167,182,17,-10,-45
2013-03-31,Issaquah,471,114,126,151,13,-5,-41
2013-03-31,Newcastle,535,28,30,29,12,-3,-56
2013-03-31,Burien,242,67,74,123,25,7,-50
2013-03-31,Brier,326,11,10,10,13,1,-90
2013-03-31,SeaTac,200,23,22,47,52,26,-47
2013-03-31,Mukilteo,405,35,44,61,20,-7,-22
2013-03-31,Bainbridge Island,485,47,66,148,13,-75,-71
2013-03-31,Federal Way,208,94,113,224,22,-19,-39
2013-03-31,Seattle,330,3801,4889,6460,15,-8,-32
2013-03-31,Mercer Island,865,27,66,104,20,13,-10
2013-03-31,Tukwila,151,30,21,53,47,-18,-101
2013-03-31,Sammamish,568,125,151,130,8,-5,-31
2013-03-31,Kenmore,407,24,37,34,15,-18,-36
2013-03-31,Des Moines,215,42,56,95,25,4,-71
2013-03-31,Marysville,220,102,117,138,37,-3,-17
2013-03-31,Mill Creek,377,31,33,41,13,-2,-50
2013-03-31,Lake Forest Park,476,24,30,42,16,8,-38
2013-03-31,Mountlake Terrace,265,17,29,30,17,1,-36
2013-03-31,Bothell,372,147,157,176,13,-4,-50
2013-03-31,Snoqualmie,460,37,56,62,33,3,-61
2013-03-31,Renton,281,167,216,262,16,-7,-39
2013-03-31,North Bend,410,27,30,71,42,-18,14
2013-03-31,Auburn,248,118,196,318,41,-16,-47
2013-03-31,Shoreline,270,52,99,102,28,12,3
2013-03-31,Seattle,390,938,1219,1364,9,-4,-21
2013-03-31,Woodinville,478,44,84,91,8,-24,-45
2013-03-31,Edmonds,340,94,112,142,16,-9,-75
2013-03-31,Lynnwood,288,103,133,150,20,-8,-30
2013-03-31,Redmond,520,141,163,186,8,-5,-30
2013-03-31,Kent,250,148,177,278,20,-35,-50
2013-03-31,Kirkland,419,154,183,232,9,-3,-27
2013-03-31,DuPont,242,13,28,52,40,13,10
2013-03-31,Puyallup,226,141,207,425,62,10,-4
2013-03-31,Olympia,246,124,254,580,45,-32,-89
2013-03-31,Lakewood,190,51,78,171,27,-79,-14
2013-03-31,Bellevue,530,191,284,313,10,0,-15
2013-03-31,Tacoma,175,357,467,1034,34,-8,-35
2013-03-31,Everett,230,209,209,334,20,-19,-43
2013-04-30,Tacoma,170,397,538,1125,37,3,-28
2013-04-30,Olympia,237,188,267,626,44,-1,-31
2013-04-30,SeaTac,214,20,37,60,69,17,16
2013-04-30,Federal Way,225,104,120,222,31,9,-5
2013-04-30,Snoqualmie,415,39,47,66,17,-16,-32
2013-04-30,North Bend,408,28,39,73,22,-20,2
2013-04-30,Lake Forest Park,359,20,26,45,8,-8,-27
2013-04-30,Kirkland,461,183,228,265,8,-1,-19
2013-04-30,Bainbridge Island,465,46,69,150,12,-1,-83
2013-04-30,Tukwila,188,18,38,73,25,-22,-15
2013-04-30,Auburn,260,150,189,317,24,-17,-49
2013-04-30,Mercer Island,888,45,61,113,12,-8,-15
2013-04-30,Sammamish,583,134,202,167,6,-2,-15
2013-04-30,Brier,402,12,12,9,17,4,-85
2013-04-30,Redmond,510,158,218,242,8,0,-19
2013-04-30,Kent,232,147,229,340,22,2,-27
2013-04-30,Edmonds,342,99,129,169,13,-3,-34
2013-04-30,Seattle,405,1120,1421,1629,8,-1,-11
2013-04-30,Bothell,382,169,205,193,12,-1,-37
2013-04-30,Marysville,215,115,117,152,17,-20,-27
2013-04-30,Kenmore,412,30,54,45,15,0,-23
2013-04-30,Mill Creek,399,28,38,47,6,-7,-54
2013-04-30,Newcastle,435,30,31,38,12,0,-9
2013-04-30,Mountlake Terrace,190,23,29,34,16,-1,-19
2013-04-30,Shoreline,306,69,105,118,12,-16,-8
2013-04-30,Seattle,349,4327,5639,7428,11,-4,-24
2013-04-30,Burien,250,59,78,138,13,-12,-30
2013-04-30,Mukilteo,405,44,49,64,24,4,-64
2013-04-30,Issaquah,451,135,183,190,10,-3,-22
2013-04-30,Everett,248,217,261,378,18,-2,-36
2013-04-30,Renton,300,197,248,291,19,3,-12
2013-04-30,Woodinville,483,63,93,111,10,2,-8
2013-04-30,Lynnwood,312,119,153,178,22,2,-38
2013-04-30,Puyallup,231,174,212,437,33,-29,-28
2013-04-30,Bellevue,546,220,278,336,7,-3,-17
2013-04-30,Des Moines,230,45,70,116,21,-4,-68
2013-04-30,DuPont,277,18,22,47,33,-7,11
2013-04-30,Lakewood,199,49,66,180,37,10,-79
2013-05-31,Sammamish,608,144,178,205,7,1,-18
2013-05-31,Des Moines,221,46,51,121,24,3,-79
2013-05-31,Auburn,250,156,191,362,33,9,-25
2013-05-31,Burien,240,52,75,159,30,17,-5
2013-05-31,Bothell,375,170,199,235,9,-3,-23
2013-05-31,Renton,315,193,233,332,13,-6,-17
2013-05-31,Kent,260,150,175,345,22,0,-35
2013-05-31,Mill Creek,370,34,51,51,10,4,-30
2013-05-31,Everett,244,212,247,408,13,-5,-33
2013-05-31,Brier,299,10,12,18,7,-10,-20
2013-05-31,Tukwila,230,15,31,78,68,43,-36
2013-05-31,Mercer Island,893,46,41,103,8,-4,0
2013-05-31,Woodinville,538,66,83,119,14,4,-31
2013-05-31,Lake Forest Park,510,20,23,31,8,0,-34
2013-05-31,Puyallup,233,183,222,476,33,0,-27
2013-05-31,Redmond,547,142,186,254,8,0,-27
2013-05-31,Edmonds,365,103,87,160,11,-2,-10
2013-05-31,Bellevue,570,191,282,366,7,0,-11
2013-05-31,Seattle,410,1013,1382,1787,8,0,-9
2013-05-31,Shoreline,319,86,92,121,13,1,-22
2013-05-31,Lakewood,196,52,56,181,42,5,-9
2013-05-31,Kenmore,373,42,49,55,15,0,-26
2013-05-31,Issaquah,435,134,145,203,9,-1,-26
2013-05-31,Mukilteo,426,32,45,76,11,-13,-22
2013-05-31,Marysville,230,100,124,177,15,-2,-32
2013-05-31,Kirkland,457,162,220,309,10,2,-12
2013-05-31,SeaTac,210,24,27,58,40,-29,0
2013-05-31,North Bend,400,33,36,86,17,-5,-16
2013-05-31,Olympia,238,174,267,696,39,-5,-20
2013-05-31,Snoqualmie,470,35,44,64,23,6,-31
2013-05-31,Federal Way,231,110,135,255,27,-4,3
2013-05-31,Tacoma,168,357,508,1199,32,-5,-24
2013-05-31,DuPont,289,18,17,42,32,-1,4
2013-05-31,Mountlake Terrace,250,17,34,39,13,-3,-53
2013-05-31,Newcastle,471,17,26,44,12,0,-10
2013-05-31,Seattle,350,4160,5307,8138,12,1,-19
2013-05-31,Bainbridge Island,515,55,77,153,31,19,-22
2013-05-31,Lynnwood,294,138,173,205,13,-9,-38
2013-06-30,Federal Way,228,94,119,265,19,-8,-30
2013-06-30,Mukilteo,436,36,55,95,10,-1,-11
2013-06-30,Seattle,363,4511,5211,8897,12,0,-16
2013-06-30,Everett,255,205,258,464,15,2,-20
2013-06-30,Puyallup,244,173,223,529,22,-11,-34
2013-06-30,Olympia,245,190,257,725,38,-1,-7
2013-06-30,Woodinville,506,76,92,139,12,-2,-17
2013-06-30,Bellevue,566,281,296,395,9,2,-10
2013-06-30,Bainbridge Island,509,63,56,158,47,16,15
2013-06-30,North Bend,426,30,48,100,61,44,34
2013-06-30,Shoreline,335,80,106,141,8,-5,-10
2013-06-30,Issaquah,487,138,142,216,8,-1,-17
2013-06-30,Mountlake Terrace,285,28,28,45,8,-5,-18
2013-06-30,Newcastle,608,20,31,51,19,7,0
2013-06-30,Des Moines,226,42,53,131,15,-9,-20
2013-06-30,Lakewood,205,56,69,189,49,7,15
2013-06-30,Kenmore,395,42,35,60,8,-7,-25
2013-06-30,SeaTac,217,28,28,62,14,-26,-65
2013-06-30,Snoqualmie,435,47,63,89,8,-15,-49
2013-06-30,Auburn,250,170,181,394,23,-10,-27
2013-06-30,Burien,250,64,79,176,29,-1,-2
2013-06-30,Tacoma,172,414,528,1269,27,-5,-17
2013-06-30,DuPont,250,21,19,47,48,16,22
2013-06-30,Lynnwood,304,122,172,258,13,0,-23
2013-06-30,Kirkland,460,177,204,315,10,0,-12
2013-06-30,Mill Creek,384,37,56,77,17,7,-12
2013-06-30,Renton,300,208,236,372,9,-4,-17
2013-06-30,Marysville,237,105,106,193,13,-2,-28
2013-06-30,Brier,400,8,10,20,21,14,-120
2013-06-30,Kent,255,158,176,371,19,-3,-20
2013-06-30,Mercer Island,963,38,57,120,27,19,2
2013-06-30,Tukwila,204,27,22,67,16,-52,-12
2013-06-30,Seattle,427,1140,1224,1850,9,1,-11
2013-06-30,Edmonds,344,98,118,191,12,1,-12
2013-06-30,Bothell,401,167,225,270,10,1,-20
2013-06-30,Sammamish,594,148,156,212,7,0,-16
2013-06-30,Redmond,544,174,175,270,10,2,-11
2013-06-30,Lake Forest Park,417,29,24,36,19,11,11
2013-07-31,Kirkland,471,185,179,301,12,2,-10
2013-07-31,DuPont,337,11,19,47,26,-22,18
2013-07-31,Edmonds,371,94,100,193,17,5,-14
2013-07-31,Everett,260,185,214,474,15,0,-31
2013-07-31,Seattle,355,4347,4867,9387,14,2,-16
2013-07-31,Federal Way,239,104,137,310,29,10,-15
2013-07-31,Seattle,415,1097,1160,1942,12,3,-10
2013-07-31,Shoreline,334,80,88,149,11,3,-6
2013-07-31,Kenmore,378,34,41,72,11,3,-37
2013-07-31,Snoqualmie,475,31,46,103,10,2,-31
2013-07-31,SeaTac,219,25,33,64,16,2,-20
2013-07-31,Issaquah,427,141,141,234,14,6,-7
2013-07-31,Kent,271,149,178,406,24,5,-20
2013-07-31,North Bend,410,37,38,101,17,-44,-51
2013-07-31,Tacoma,184,437,484,1336,29,2,-9
2013-07-31,Burien,275,57,80,183,18,-11,-47
2013-07-31,Lynnwood,300,135,147,283,13,0,-6
2013-07-31,Renton,314,203,227,400,16,7,-11
2013-07-31,Marysville,230,92,128,226,22,9,-31
2013-07-31,Brier,274,6,3,15,12,-9,-65
2013-07-31,Tukwila,182,26,35,85,26,10,-6
2013-07-31,Mercer Island,929,41,46,112,14,-13,-11
2013-07-31,Redmond,532,171,209,285,9,-1,-24
2013-07-31,Lakewood,207,50,60,191,47,-2,0
2013-07-31,Sammamish,591,160,158,232,10,3,-10
2013-07-31,Lake Forest Park,420,23,25,36,22,3,-9
2013-07-31,Mill Creek,340,32,52,85,7,-10,-17
2013-07-31,Des Moines,243,33,43,124,18,3,-14
2013-07-31,Mountlake Terrace,251,29,25,54,8,0,-28
2013-07-31,Puyallup,240,172,202,546,27,5,-27
2013-07-31,Bothell,380,200,198,291,12,2,-9
2013-07-31,Bainbridge Island,530,49,38,142,39,-8,-33
2013-07-31,Olympia,260,210,260,761,37,-1,-23
2013-07-31,Newcastle,488,28,29,62,11,-8,0
2013-07-31,Mukilteo,414,29,52,115,27,17,7
2013-07-31,Woodinville,546,67,94,154,18,6,-9
2013-07-31,Auburn,255,158,157,403,19,-4,-41
2013-07-31,Bellevue,526,236,245,390,11,2,-6
2013-08-31,Issaquah,460,98,98,218,12,-2,-12
2013-08-31,Shoreline,346,72,71,151,17,6,-12
2013-08-31,North Bend,428,27,25,92,26,9,11
2013-08-31,Auburn,262,143,176,428,28,9,-25
2013-08-31,Tacoma,180,302,432,1380,35,6,-14
2013-08-31,Olympia,242,143,177,745,39,2,-26
2013-08-31,DuPont,303,14,16,47,54,28,-38
2013-08-31,Kirkland,410,158,172,302,14,2,-12
2013-08-31,Lynnwood,301,123,119,285,23,10,-3
2013-08-31,Kent,275,121,134,398,24,0,-30
2013-08-31,Renton,302,149,194,413,13,-3,-13
2013-08-31,Federal Way,229,80,112,318,43,14,5
2013-08-31,Newcastle,464,25,19,52,27,16,-10
2013-08-31,Marysville,245,87,99,244,19,-3,-26
2013-08-31,Brier,460,4,5,15,36,24,6
2013-08-31,Seattle,355,3682,4233,9492,17,3,-11
2013-08-31,Mountlake Terrace,245,21,16,49,7,-1,-21
2013-08-31,Tukwila,241,16,22,84,32,6,-19
2013-08-31,Bellevue,578,200,211,399,10,-1,-11
2013-08-31,Mercer Island,990,35,33,117,23,9,-8
2013-08-31,Redmond,530,148,123,265,11,2,-25
2013-08-31,Bainbridge Island,555,53,40,135,46,7,-15
2013-08-31,Mukilteo,610,29,48,123,35,8,11
2013-08-31,Everett,254,178,186,472,16,1,-11
2013-08-31,Bothell,378,148,180,307,15,3,-5
2013-08-31,Burien,245,55,72,196,17,-1,-25
2013-08-31,Seattle,417,873,1157,1977,15,3,-2
2013-08-31,Kenmore,450,25,49,82,9,-2,-20
2013-08-31,Woodinville,562,72,54,147,12,-6,-14
2013-08-31,Mill Creek,378,33,44,85,18,11,-3
2013-08-31,Puyallup,235,151,168,549,39,12,-15
2013-08-31,Lake Forest Park,465,23,28,42,15,-7,-32
2013-08-31,Edmonds,360,77,94,205,19,2,-6
2013-08-31,Des Moines,231,36,51,138,39,21,8
2013-08-31,Lakewood,189,35,48,189,31,-16,-43
2013-08-31,Snoqualmie,405,34,40,99,26,16,-15
2013-08-31,Sammamish,587,124,105,214,9,-1,-16
2013-08-31,SeaTac,215,16,34,73,43,27,18
2013-09-30,Brier,299,7,6,11,35,-1,-94
2013-09-30,Shoreline,324,67,93,161,19,2,2
2013-09-30,Des Moines,191,44,27,123,42,3,4
2013-09-30,Kirkland,426,164,155,286,14,0,-21
2013-09-30,Lynnwood,300,107,129,294,28,5,-8
2013-09-30,Mill Creek,368,45,29,79,34,16,12
2013-09-30,Auburn,257,137,158,428,35,7,-27
2013-09-30,Kenmore,352,34,33,66,12,3,-12
2013-09-30,Seattle,420,986,968,1824,14,-1,-6
2013-09-30,Sammamish,610,131,91,184,15,6,-22
2013-09-30,Bothell,348,154,176,316,20,5,-7
2013-09-30,Mountlake Terrace,266,18,26,50,37,30,26
2013-09-30,Marysville,230,75,76,227,32,13,13
2013-09-30,Lakewood,175,43,36,161,49,18,-20
2013-09-30,Redmond,528,148,100,217,19,8,-9
2013-09-30,Renton,280,167,185,420,22,9,-10
2013-09-30,SeaTac,240,19,32,78,19,-24,-36
2013-09-30,Mercer Island,1015,35,29,107,41,18,1
2013-09-30,Tukwila,247,20,24,90,31,-1,10
2013-09-30,Edmonds,335,65,86,191,16,-3,-31
2013-09-30,DuPont,280,13,11,44,48,-6,19
2013-09-30,Issaquah,439,111,98,181,26,14,-30
2013-09-30,Kent,250,139,135,377,32,8,-27
2013-09-30,Burien,245,56,59,188,25,8,-6
2013-09-30,Snoqualmie,402,40,30,97,42,16,4
2013-09-30,Puyallup,235,151,154,510,43,4,-25
2013-09-30,Seattle,350,3804,3783,8941,21,4,-11
2013-09-30,Bainbridge Island,465,29,49,136,51,5,-23
2013-09-30,Tacoma,172,351,394,1307,38,3,-18
2013-09-30,Federal Way,224,104,88,289,34,-9,-16
2013-09-30,Olympia,235,154,167,706,51,12,-35
2013-09-30,Everett,242,187,182,455,24,8,-9
2013-09-30,Mukilteo,424,26,35,120,22,-13,-15
2013-09-30,Lake Forest Park,428,26,21,40,12,-3,-3
2013-09-30,Woodinville,486,54,47,116,19,7,-11
2013-09-30,Bellevue,538,179,186,349,14,4,-22
2013-09-30,North Bend,391,35,21,74,30,4,-10
2013-09-30,Newcastle,412,29,17,47,15,-12,-29
2013-10-31,Auburn,273,133,124,410,49,14,4
2013-10-31,Tukwila,175,19,17,74,31,0,6
2013-10-31,Brier,359,7,9,14,15,-20,1
2013-10-31,Lakewood,173,36,49,164,53,4,-10
2013-10-31,Olympia,239,138,121,629,58,7,-6
2013-10-31,Mercer Island,820,23,16,80,38,-3,-25
2013-10-31,Redmond,500,117,105,191,29,10,-6
2013-10-31,Marysville,239,64,78,217,26,-6,4
2013-10-31,Newcastle,435,14,12,36,68,53,50
2013-10-31,North Bend,368,26,16,67,35,5,-42
2013-10-31,Lake Forest Park,386,16,10,34,22,10,-34
2013-10-31,Puyallup,240,141,148,501,50,7,-5
2013-10-31,Seattle,345,2996,2566,7842,26,5,-5
2013-10-31,Bellevue,505,166,90,269,20,6,-13
2013-10-31,Mountlake Terrace,241,15,28,44,17,-20,-1
2013-10-31,Shoreline,324,55,52,130,16,-3,-18
2013-10-31,Des Moines,208,24,19,102,40,-2,-3
2013-10-31,Woodinville,527,50,30,88,38,19,5
2013-10-31,Kirkland,425,130,95,257,12,-2,-8
2013-10-31,Federal Way,229,82,57,250,52,18,20
2013-10-31,Issaquah,436,81,55,137,22,-4,-8
2013-10-31,Mill Creek,370,21,22,76,24,-10,-25
2013-10-31,Mukilteo,451,28,26,116,45,23,17
2013-10-31,Seattle,404,756,594,1485,17,3,-6
2013-10-31,Bainbridge Island,513,32,22,109,61,10,-23
2013-10-31,Sammamish,621,89,64,155,12,-3,-34
2013-10-31,Bothell,379,127,122,270,19,-1,-16
2013-10-31,Everett,245,145,144,435,36,12,11
2013-10-31,Edmonds,332,71,49,155,29,13,0
2013-10-31,Kenmore,386,26,25,64,23,11,3
2013-10-31,Lynnwood,326,106,93,293,37,9,16
2013-10-31,Kent,265,100,102,343,46,14,0
2013-10-31,Snoqualmie,382,21,23,92,37,-5,-21
2013-10-31,Burien,250,41,38,169,39,14,-6
2013-10-31,Tacoma,160,298,338,1288,40,2,-4
2013-10-31,DuPont,282,10,8,37,34,-14,-14
2013-10-31,SeaTac,189,20,20,61,24,5,-33
2013-10-31,Renton,310,117,124,379,21,-1,-2
2013-11-30,Lakewood,234,36,30,159,73,20,15
2013-11-30,SeaTac,212,28,19,62,40,16,-6
2013-11-30,Mercer Island,950,27,12,65,20,-18,-66
2013-11-30,Mukilteo,385,25,14,101,40,-5,5
2013-11-30,Lynnwood,330,105,86,293,30,-7,-16
2013-11-30,Renton,281,163,95,340,29,8,-10
2013-11-30,Woodinville,549,59,18,79,44,6,3
2013-11-30,Everett,250,155,103,407,35,-1,6
2013-11-30,Tacoma,170,318,268,1228,50,10,1
2013-11-30,Tukwila,196,24,13,71,74,43,47
2013-11-30,Edmonds,373,66,36,141,36,7,-9
2013-11-30,Bellevue,531,162,77,223,33,13,8
2013-11-30,Puyallup,239,142,79,454,67,17,18
2013-11-30,Sammamish,630,87,49,134,32,20,-2
2013-11-30,Mountlake Terrace,275,24,11,38,22,5,-13
2013-11-30,Seattle,409,734,366,1240,27,10,-4
2013-11-30,DuPont,216,14,7,29,79,45,74
2013-11-30,Shoreline,331,69,37,111,29,13,6
2013-11-30,Kenmore,406,32,9,50,37,14,17
2013-11-30,Des Moines,230,36,18,94,69,29,19
2013-11-30,Issaquah,476,98,37,104,26,4,-8
2013-11-30,Mill Creek,350,20,17,73,43,19,17
2013-11-30,Bothell,395,145,80,249,31,12,6
2013-11-30,Bainbridge Island,483,35,13,92,40,-21,-35
2013-11-30,Kent,251,114,78,326,43,-3,-7
2013-11-30,Snoqualmie,507,33,8,73,36,-1,0
2013-11-30,Kirkland,493,107,66,217,23,11,-15
2013-11-30,Olympia,244,144,110,589,68,10,-7
2013-11-30,Marysville,235,69,48,217,44,18,15
2013-11-30,Newcastle,457,19,7,29,24,-44,-33
2013-11-30,Lake Forest Park,298,9,3,27,42,20,-6
2013-11-30,Federal Way,270,71,75,249,57,5,19
2013-11-30,Burien,230,35,28,146,41,2,0
2013-11-30,Brier,315,7,3,14,10,-5,-22
2013-11-30,Seattle,350,3138,1794,6922,34,8,-3
2013-11-30,Redmond,495,133,54,152,24,-5,-10
2013-11-30,Auburn,289,144,83,368,52,3,2
2013-11-30,North Bend,435,30,15,59,62,27,38
2013-12-31,Mukilteo,414,19,20,85,75,35,41
2013-12-31,Snoqualmie,371,18,29,62,60,24,13
2013-12-31,Bellevue,523,106,121,201,36,3,14
2013-12-31,Tukwila,135,16,22,71,47,-27,0
2013-12-31,Sammamish,635,53,65,111,25,-7,-12
2013-12-31,Auburn,255,85,131,356,46,-6,-6
2013-12-31,Puyallup,240,103,143,446,68,1,-38
2013-12-31,Lakewood,178,25,44,153,74,1,-11
2013-12-31,Mountlake Terrace,255,13,26,34,20,-2,-21
2013-12-31,SeaTac,215,17,29,62,63,23,44
2013-12-31,Marysville,238,45,84,223,46,2,20
2013-12-31,Bainbridge Island,490,27,27,80,85,45,-26
2013-12-31,Newcastle,465,12,9,26,20,-4,-39
2013-12-31,Seattle,410,548,809,1223,35,8,-3
2013-12-31,Olympia,229,113,159,561,66,-2,-32
2013-12-31,Des Moines,193,20,31,92,45,-24,-10
2013-12-31,DuPont,197,9,14,29,116,37,69
2013-12-31,Kenmore,458,20,23,52,44,7,9
2013-12-31,Edmonds,275,40,82,148,58,22,27
2013-12-31,Burien,219,38,53,139,64,23,2
2013-12-31,Kirkland,455,75,135,221,49,26,30
2013-12-31,Tacoma,170,222,385,1172,59,9,3
2013-12-31,North Bend,293,16,24,53,50,-12,27
2013-12-31,Lynnwood,320,69,112,279,48,18,17
2013-12-31,Seattle,330,2194,3169,6626,44,10,4
2013-12-31,Kent,225,91,121,323,63,20,8
2013-12-31,Mill Creek,331,16,21,62,43,0,30
2013-12-31,Woodinville,443,21,49,83,82,38,31
2013-12-31,Redmond,521,80,101,143,35,11,7
2013-12-31,Lake Forest Park,425,9,13,25,85,43,72
2013-12-31,Renton,310,103,148,331,50,21,7
2013-12-31,Mercer Island,855,18,33,55,72,52,-25
2013-12-31,Issaquah,415,60,70,92,56,30,6
2013-12-31,Everett,227,100,146,363,34,-1,-16
2013-12-31,Bothell,384,90,119,244,36,5,-4
2013-12-31,Federal Way,225,60,90,237,46,-11,19
2013-12-31,Brier,462,2,9,13,31,21,26
2013-12-31,Shoreline,315,49,51,107,38,9,-26
2014-01-31,Issaquah,422,59,95,92,10,-46,-26
2014-01-31,Shoreline,325,33,74,113,32,-6,-51
2014-01-31,Mill Creek,385,20,32,62,72,29,4
2014-01-31,Lake Forest Park,621,12,16,26,27,-58,7
2014-01-31,Puyallup,210,106,156,463,67,-1,-19
2014-01-31,DuPont,276,7,18,38,107,-9,75
2014-01-31,Newcastle,410,7,20,29,69,49,28
2014-01-31,Mountlake Terrace,272,14,15,30,31,11,14
2014-01-31,Mukilteo,419,29,31,82,70,-5,9
2014-01-31,Des Moines,227,16,46,94,12,-33,-51
2014-01-31,Bellevue,503,127,156,210,27,-9,10
2014-01-31,Tacoma,170,265,424,1181,67,8,5
2014-01-31,Federal Way,217,64,83,221,89,43,40
2014-01-31,Everett,242,109,177,367,56,22,20
2014-01-31,Bainbridge Island,460,35,38,83,21,-64,-73
2014-01-31,Seattle,349,2464,3436,6662,39,-5,0
2014-01-31,Woodinville,545,30,43,87,20,-62,-17
2014-01-31,North Bend,272,15,19,50,97,47,22
2014-01-31,Snoqualmie,440,33,42,80,88,28,44
2014-01-31,Olympia,227,104,154,572,86,20,-22
2014-01-31,Burien,254,43,67,142,54,-10,13
2014-01-31,Lakewood,172,38,44,145,68,-6,16
2014-01-31,Mercer Island,836,27,46,66,20,-52,-17
2014-01-31,Sammamish,614,58,105,122,39,14,5
2014-01-31,Redmond,467,73,116,159,16,-19,-27
2014-01-31,Brier,447,9,9,15,63,32,12
2014-01-31,Marysville,249,62,83,192,62,16,27
2014-01-31,Seattle,415,619,828,1201,19,-16,-6
2014-01-31,Auburn,259,100,129,368,67,21,-11
2014-01-31,Kenmore,383,18,20,50,11,-33,-24
2014-01-31,Lynnwood,325,90,118,263,44,-4,-2
2014-01-31,Tukwila,214,6,17,63,63,16,4
2014-01-31,Bothell,432,102,167,263,29,-7,2
2014-01-31,Edmonds,365,57,69,157,62,4,3
2014-01-31,Renton,290,107,171,356,33,-17,-19
2014-01-31,Kirkland,433,112,129,222,24,-25,7
2014-01-31,SeaTac,194,20,24,61,37,-26,-2
2014-01-31,Kent,256,91,113,311,48,-15,-3
2014-02-28,North Bend,435,19,41,63,87,-10,27
2014-02-28,Lakewood,186,41,74,160,68,0,-38
2014-02-28,Burien,263,48,52,129,36,-18,18
2014-02-28,Marysville,237,93,91,176,50,-12,10
2014-02-28,Puyallup,237,130,211,492,43,-24,-9
2014-02-28,Woodinville,459,36,63,88,17,-3,-15
2014-02-28,Redmond,456,94,215,192,14,-2,1
2014-02-28,Issaquah,415,90,112,112,12,2,-6
2014-02-28,Mountlake Terrace,275,28,24,32,64,33,48
2014-02-28,Snoqualmie,455,30,51,87,32,-56,2
2014-02-28,Brier,440,7,13,14,27,-36,15
2014-02-28,Des Moines,254,47,48,96,46,34,25
2014-02-28,Federal Way,236,88,110,208,38,-51,-3
2014-02-28,Bainbridge Island,638,29,43,89,47,26,-41
2014-02-28,Bellevue,527,154,202,208,7,-20,-3
2014-02-28,Seattle,342,3257,4367,6676,23,-16,0
2014-02-28,Mill Creek,360,31,43,68,57,-15,42
2014-02-28,Renton,315,152,193,352,20,-13,-3
2014-02-28,Auburn,270,126,172,364,46,-21,-11
2014-02-28,Tacoma,180,355,473,1153,57,-10,15
2014-02-28,Kirkland,463,114,163,219,12,-12,0
2014-02-28,Tukwila,164,21,21,48,39,-24,-26
2014-02-28,Mukilteo,416,24,41,85,79,9,52
2014-02-28,Bothell,418,139,196,284,20,-9,3
2014-02-28,DuPont,299,9,24,48,35,-72,8
2014-02-28,Newcastle,487,14,20,25,11,-58,-4
2014-02-28,SeaTac,200,20,13,48,66,29,40
2014-02-28,Everett,260,161,196,358,40,-16,1
2014-02-28,Shoreline,355,71,90,122,16,-16,0
2014-02-28,Kenmore,406,17,37,49,62,51,29
2014-02-28,Lake Forest Park,420,16,22,28,22,-5,14
2014-02-28,Edmonds,305,73,90,158,24,-38,-1
2014-02-28,Olympia,230,131,210,582,58,-28,-19
