Date,Region,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
2014-03-31,Newcastle,553,20,40,41,20,9,8
2014-03-31,DuPont,255,6,33,52,8,-27,-32
2014-03-31,Kenmore,425,41,57,56,20,-42,5
2014-03-31,Seattle,417,962,1212,1305,9,-4,0
2014-03-31,Renton,310,159,234,373,25,5,9
2014-03-31,Kent,245,135,188,322,38,-1,18
2014-03-31,Mountlake Terrace,293,30,36,39,14,-50,-3
2014-03-31,Lynnwood,325,144,144,248,40,2,20
2014-03-31,Puyallup,246,130,205,499,38,-5,-24
2014-03-31,North Bend,452,20,42,72,46,-41,4
2014-03-31,Des Moines,254,36,58,92,30,-16,5
2014-03-31,Tacoma,180,389,485,1120,40,-17,6
2014-03-31,Marysville,255,101,106,160,28,-22,-9
2014-03-31,Federal Way,230,102,121,209,37,-1,15
2014-03-31,Edmonds,365,67,113,167,12,-12,-4
2014-03-31,Bellevue,550,171,239,227,7,0,-3
2014-03-31,Brier,410,7,7,12,113,86,100
2014-03-31,Snoqualmie,441,32,36,70,13,-19,-20
2014-04-30,Newcastle,569,16,23,44,6,-14,-6
2014-04-30,Brier,562,4,16,16,32,-81,15
2014-04-30,SeaTac,180,25,37,56,35,-26,-34
2014-04-30,Kirkland,489,181,239,285,11,2,3
2014-04-30,Marysville,254,100,130,176,18,-10,1
2014-04-30,Burien,250,59,69,130,43,4,30
2014-04-30,Lakewood,217,51,89,195,36,-3,-1
2014-04-30,Federal Way,263,111,142,234,38,1,7
2014-04-30,Seattle,365,3996,5954,7652,13,-2,2
2014-04-30,Kent,265,135,227,340,19,-19,-3
2014-04-30,Lake Forest Park,508,14,34,33,10,3,2
2014-04-30,Auburn,267,152,205,370,35,4,11
2014-04-30,Olympia,245,150,303,667,40,-7,-4
2014-04-30,Bellevue,559,162,290,291,8,1,1
2014-04-30,Bainbridge Island,513,28,61,111,9,-35,-3
2014-04-30,Renton,326,171,256,373,19,-6,0
2014-04-30,Puyallup,245,159,291,551,39,1,6
2014-04-30,Mountlake Terrace,250,27,28,36,22,8,6
2014-04-30,Lynnwood,315,111,148,226,24,-16,2
2014-04-30,Tacoma,185,428,587,1154,38,-2,1
2014-04-30,Kenmore,412,38,48,58,7,-13,-8
2014-04-30,DuPont,306,25,29,63,24,16,-9
2014-04-30,Snoqualmie,499,41,92,66,20,7,3
2014-04-30,Tukwila,201,25,26,52,52,18,27
2014-04-30,Issaquah,475,123,186,168,9,3,-1
2014-04-30,Seattle,440,1026,1404,1468,8,-1,0
2014-04-30,Mill Creek,401,33,70,75,17,4,11
2014-04-30,Shoreline,341,86,107,125,8,-3,-4
2014-04-30,Des Moines,231,44,71,98,15,-15,-6
2014-04-30,Edmonds,355,85,125,179,13,1,0
2014-04-30,Bothell,420,181,278,350,14,-3,2
2014-04-30,North Bend,423,36,34,73,8,-38,-14
2014-04-30,Sammamish,676,112,214,206,9,3,3
2014-04-30,Everett,251,192,279,400,19,-7,1
2014-04-30,Woodinville,525,63,100,98,12,0,2
2014-04-30,Mercer Island,1200,49,55,89,11,-1,-1
2014-04-30,Redmond,553,152,216,235,9,1,1
2014-04-30,Mukilteo,487,34,47,86,20,4,-4
2014-05-31,Issaquah,485,125,173,193,8,-1,-1
2014-05-31,Mukilteo,355,30,53,103,29,9,18
2014-05-31,Newcastle,640,23,31,56,10,4,-2
2014-05-31,Lakewood,192,46,63,206,38,2,-4
2014-05-31,North Bend,427,27,43,73,8,0,-9
2014-05-31,Mill Creek,390,40,51,80,21,4,11
2014-05-31,Olympia,248,165,317,763,42,2,3
2014-05-31,Seattle,450,1066,1275,1565,8,0,0
2014-05-31,Kirkland,510,169,209,296,9,-2,-1
2014-05-31,Seattle,385,4376,5313,8360,12,-1,0
2014-05-31,Redmond,569,158,202,253,8,-1,0
2014-05-31,SeaTac,235,23,30,60,22,-13,-18
2014-05-31,Mountlake Terrace,280,21,28,35,8,-14,-5
2014-05-31,Puyallup,249,192,195,530,35,-4,2
2014-05-31,Lake Forest Park,420,30,26,38,9,-1,1
2014-05-31,Lynnwood,336,133,154,252,24,0,11
2014-05-31,Renton,327,221,237,394,14,-5,1
2014-05-31,Kent,281,152,169,345,25,6,3
2014-05-31,Sammamish,651,146,164,209,8,-1,1
2014-05-31,Federal Way,250,97,140,253,18,-20,-9
2014-05-31,Mercer Island,970,40,35,87,13,2,5
2014-05-31,Marysville,260,96,149,226,25,7,10
2014-05-31,Kenmore,450,39,47,69,11,4,-4
2014-05-31,Bothell,439,212,268,398,11,-3,2
2014-05-31,Everett,247,192,249,459,20,1,7
2014-05-31,Burien,267,68,58,127,17,-26,-13
2014-05-31,Tukwila,235,23,25,51,13,-39,-55
2014-05-31,Tacoma,194,432,564,1280,33,-5,1
2014-05-31,DuPont,265,13,25,73,17,-7,-15
2014-05-31,Snoqualmie,482,50,43,70,17,-3,-6
2014-05-31,Shoreline,340,75,95,133,14,6,1
2014-05-31,Bainbridge Island,540,67,72,143,15,6,-16
2014-05-31,Auburn,280,175,173,380,29,-6,-4
2014-05-31,Des Moines,257,53,51,101,25,10,1
2014-05-31,Woodinville,540,73,85,113,11,-1,-3
2014-05-31,Bellevue,655,215,262,337,8,0,1
2014-05-31,Edmonds,385,103,120,190,14,1,3
2014-05-31,Brier,394,11,10,17,7,-25,0
2014-06-30,DuPont,252,13,21,68,27,10,-21
2014-06-30,Des Moines,267,45,45,103,27,2,12
2014-06-30,Renton,341,202,236,440,16,2,7
2014-06-30,Seattle,455,1049,1221,1722,9,1,0
2014-06-30,Kenmore,383,40,52,87,10,-1,2
2014-06-30,Newcastle,523,23,26,57,12,2,-7
2014-06-30,Sammamish,650,143,178,254,11,3,4
2014-06-30,Lakewood,239,62,80,219,32,-6,-17
2014-06-30,Issaquah,525,146,166,240,12,4,4
2014-06-30,Seattle,380,4388,5302,9452,13,1,1
2014-06-30,Burien,283,47,77,154,21,4,-8
2014-06-30,Everett,265,209,250,507,16,-4,1
2014-06-30,Mill Creek,396,52,55,92,26,5,9
2014-06-30,Tacoma,189,412,555,1421,24,-9,-3
2014-06-30,Mercer Island,868,44,45,98,15,2,-12
2014-06-30,Snoqualmie,520,45,53,87,17,0,9
2014-06-30,Bainbridge Island,558,52,79,162,22,7,-25
2014-06-30,Olympia,246,198,256,817,28,-14,-10
2014-06-30,Brier,405,3,10,20,4,-3,-17
2014-06-30,Kent,265,146,183,410,20,-5,1
2014-06-30,Kirkland,492,188,227,351,9,0,-1
2014-06-30,Shoreline,355,83,108,148,8,-6,0
2014-06-30,Mountlake Terrace,290,28,30,36,12,4,4
2014-06-30,Marysville,236,90,138,269,14,-11,1
2014-06-30,Bothell,397,208,222,440,15,4,5
2014-06-30,Tukwila,218,20,28,58,19,6,3
2014-06-30,Auburn,275,170,194,427,24,-5,1
2014-06-30,SeaTac,225,17,28,69,29,7,15
2014-06-30,Redmond,601,170,177,290,9,1,-1
2014-06-30,Federal Way,236,121,115,270,20,2,1
2014-06-30,Bellevue,678,204,283,396,8,0,-1
2014-06-30,Edmonds,381,110,112,210,12,-2,0
2014-06-30,Lynnwood,335,140,170,296,19,-5,6
2014-06-30,Puyallup,240,183,246,601,24,-11,2
2014-06-30,Woodinville,530,67,98,155,14,3,2
2014-06-30,North Bend,387,34,33,75,16,8,-45
2014-06-30,Lake Forest Park,463,18,32,48,12,3,-7
2014-06-30,Mukilteo,425,27,43,114,30,1,20
2014-07-31,Mercer Island,994,33,36,91,18,3,4
2014-07-31,Mountlake Terrace,319,22,30,43,6,-6,-2
2014-07-31,North Bend,446,44,29,75,34,18,17
2014-07-31,Burien,255,53,61,151,36,15,18
2014-07-31,Seattle,372,4102,4554,9511,18,5,4
2014-07-31,Tukwila,187,22,27,64,26,7,0
2014-07-31,Bothell,439,191,193,435,15,0,3
2014-07-31,SeaTac,236,22,24,67,21,-8,5
2014-07-31,Olympia,249,206,207,776,34,6,-3
2014-07-31,Brier,335,9,4,17,25,21,13
2014-07-31,Woodinville,492,62,61,156,11,-3,-7
2014-07-31,Lake Forest Park,475,22,25,47,12,0,-10
2014-07-31,Everett,265,181,255,528,21,5,6
2014-07-31,Auburn,267,144,177,458,29,5,10
2014-07-31,Edmonds,390,78,98,200,22,10,5
2014-07-31,Shoreline,351,92,89,141,11,3,0
2014-07-31,Redmond,582,142,151,287,14,5,5
2014-07-31,Mill Creek,406,32,44,104,12,-14,5
2014-07-31,Kirkland,475,187,209,387,11,2,-1
2014-07-31,Renton,330,189,246,488,17,1,1
2014-07-31,Sammamish,652,140,108,243,14,3,4
2014-07-31,Bellevue,620,209,232,402,14,6,3
2014-07-31,Des Moines,252,49,52,116,42,15,24
2014-07-31,Federal Way,240,87,131,290,32,12,3
2014-07-31,Lakewood,219,59,64,214,24,-8,-23
2014-07-31,Newcastle,679,14,37,68,14,2,3
2014-07-31,Tacoma,190,406,518,1442,35,11,6
2014-07-31,Mukilteo,385,31,40,115,17,-13,-10
2014-07-31,Kent,265,134,174,409,22,2,-2
2014-07-31,DuPont,269,17,22,70,35,8,9
2014-07-31,Marysville,250,93,101,259,19,5,-3
2014-07-31,Seattle,419,994,995,1633,12,3,0
2014-07-31,Puyallup,250,189,185,582,36,12,9
2014-07-31,Kenmore,431,34,46,95,34,24,23
2014-07-31,Lynnwood,340,131,119,281,21,2,8
2014-07-31,Bainbridge Island,513,61,55,161,21,-1,-18
2014-07-31,Issaquah,481,116,123,227,18,6,4
2014-07-31,Snoqualmie,528,49,39,82,15,-2,5
2014-08-31,Mountlake Terrace,299,27,28,40,19,13,12
2014-08-31,SeaTac,213,22,23,69,23,2,-20
2014-08-31,Brier,450,9,6,14,11,-14,-25
2014-08-31,Everett,273,187,209,517,29,8,13
2014-08-31,Lynnwood,312,110,161,302,29,8,6
2014-08-31,Shoreline,350,62,81,141,14,3,-3
2014-08-31,Seattle,450,933,1174,1706,14,2,-1
2014-08-31,Puyallup,235,180,200,569,52,16,13
2014-08-31,DuPont,273,12,16,67,47,12,-7
2014-08-31,Kirkland,475,147,172,356,16,5,2
2014-08-31,Mukilteo,421,35,32,113,22,5,-13
2014-08-31,Renton,326,172,188,468,28,11,15
2014-08-31,Snoqualmie,530,51,30,76,21,6,-5
2014-08-31,Issaquah,440,126,100,203,28,10,16
2014-08-31,Bainbridge Island,603,42,31,138,34,13,-12
2014-08-31,Lakewood,196,61,65,205,45,21,14
2014-08-31,Sammamish,635,132,82,209,19,5,10
2014-08-31,Mill Creek,397,36,37,100,12,0,-6
2014-08-31,Mercer Island,899,33,33,75,9,-9,-14
2014-08-31,Redmond,530,155,141,271,23,9,12
2014-08-31,Kenmore,398,36,31,87,24,-10,15
2014-08-31,Newcastle,519,15,24,58,43,29,16
2014-08-31,Federal Way,252,77,117,296,29,-3,-14
2014-08-31,Burien,283,60,74,154,25,-11,8
2014-08-31,Tukwila,230,18,26,64,13,-13,-19
2014-08-31,Seattle,380,3793,4226,9333,21,3,4
2014-08-31,Auburn,281,109,137,441,36,7,8
2014-08-31,North Bend,456,17,19,72,42,8,16
2014-08-31,Bothell,425,150,176,424,17,2,2
2014-08-31,Des Moines,267,32,55,131,14,-28,-25
2014-08-31,Bellevue,617,181,182,369,15,1,5
2014-08-31,Edmonds,399,85,90,194,17,-5,-2
2014-08-31,Marysville,258,87,83,244,29,10,10
2014-08-31,Olympia,245,187,169,716,59,25,20
2014-08-31,Kent,273,130,146,403,34,12,10
2014-08-31,Lake Forest Park,428,20,26,53,13,1,-2
2014-08-31,Woodinville,525,51,69,153,14,3,2
2014-08-31,Tacoma,193,364,437,1399,39,4,4
2014-09-30,North Bend,365,30,18,65,40,-2,10
2014-09-30,Edmonds,396,86,90,194,32,15,16
2014-09-30,Sammamish,670,93,96,188,29,10,14
2014-09-30,Renton,321,195,177,431,36,8,14
2014-09-30,Redmond,550,143,101,222,22,-1,3
2014-09-30,Des Moines,248,32,44,134,28,14,-14
2014-09-30,Mukilteo,464,30,37,100,37,15,15
2014-09-30,Federal Way,247,110,96,291,33,4,-1
2014-09-30,Lake Forest Park,405,17,24,50,20,7,8
2014-09-30,Tukwila,180,21,20,50,19,6,-12
2014-09-30,SeaTac,211,22,17,51,55,32,36
2014-09-30,DuPont,272,11,15,60,49,2,1
2014-09-30,Bothell,430,163,178,421,35,18,15
2014-09-30,Lynnwood,325,117,108,276,29,0,1
2014-09-30,Mountlake Terrace,256,33,21,32,14,-5,-23
2014-09-30,Auburn,272,130,126,404,44,8,9
2014-09-30,Kent,261,152,142,396,36,2,4
2014-09-30,Burien,245,56,42,149,27,2,2
2014-09-30,Kirkland,501,158,157,329,25,9,11
2014-09-30,Tacoma,190,391,400,1326,53,14,15
2014-09-30,Puyallup,235,182,192,536,52,0,9
2014-09-30,Olympia,249,175,156,635,61,2,10
2014-09-30,Snoqualmie,433,44,29,68,41,20,-1
2014-09-30,Bainbridge Island,568,53,32,104,36,2,-15
2014-09-30,Woodinville,543,57,57,137,33,19,14
2014-09-30,Marysville,255,95,98,223,33,4,1
2014-09-30,Brier,397,12,10,14,12,1,-23
2014-09-30,Everett,275,201,219,515,32,3,8
2014-09-30,Seattle,369,3995,3820,8616,27,6,6
2014-09-30,Seattle,450,1014,977,1539,15,1,1
2014-09-30,Newcastle,694,16,18,51,49,6,34
2014-09-30,Bellevue,655,206,211,360,27,12,13
2014-09-30,Mercer Island,953,30,18,57,25,16,-16
2014-09-30,Issaquah,434,106,105,177,15,-13,-11
2014-09-30,Shoreline,345,81,77,138,20,6,1
2014-09-30,Lakewood,213,52,55,204,52,7,3
2014-09-30,Kenmore,455,28,47,95,38,14,26
2014-09-30,Mill Creek,370,31,26,82,33,21,-1
2014-10-31,Puyallup,249,132,124,500,60,8,10
2014-10-31,Bothell,454,147,83,358,38,3,19
2014-10-31,Kent,272,104,97,357,35,-1,-11
2014-10-31,Mercer Island,1400,19,17,47,25,0,-13
2014-10-31,Mill Creek,370,35,20,67,45,12,21
2014-10-31,Lynnwood,320,93,75,251,36,7,-1
2014-10-31,Kenmore,432,23,23,75,41,3,18
2014-10-31,Brier,670,9,2,9,33,21,18
2014-10-31,Marysville,250,82,76,211,50,17,24
2014-10-31,Mountlake Terrace,258,19,14,19,10,-4,-7
2014-10-31,Renton,315,143,120,373,33,-3,12
2014-10-31,Tukwila,197,19,16,46,37,18,6
2014-10-31,Redmond,523,110,92,177,35,13,6
2014-10-31,Seattle,437,796,586,1248,20,5,3
2014-10-31,DuPont,289,8,3,52,29,-20,-5
2014-10-31,Woodinville,540,41,33,106,23,-10,-15
2014-10-31,Everett,268,137,117,431,27,-5,-9
2014-10-31,Snoqualmie,491,24,11,55,35,-6,-2
2014-10-31,Kirkland,490,111,82,240,31,6,19
2014-10-31,Tacoma,195,343,315,1190,49,-4,9
2014-10-31,Olympia,249,146,126,593,73,12,15
2014-10-31,Bainbridge Island,514,37,17,73,58,22,-3
2014-10-31,Bellevue,614,156,131,305,27,0,7
2014-10-31,Seattle,375,3107,2391,7316,31,4,5
2014-10-31,Burien,269,40,30,126,44,17,5
2014-10-31,Newcastle,662,24,14,45,32,-17,-36
2014-10-31,Lakewood,204,36,43,197,40,-12,-13
2014-10-31,Sammamish,595,97,46,139,36,7,24
2014-10-31,Federal Way,238,80,67,252,55,22,3
2014-10-31,Auburn,270,120,102,377,50,6,1
2014-10-31,North Bend,380,13,14,59,10,-30,-25
2014-10-31,Lake Forest Park,478,12,11,36,17,-3,-5
2014-10-31,Des Moines,242,36,26,113,26,-2,-14
2014-10-31,Shoreline,348,61,44,118,23,3,7
2014-10-31,Issaquah,465,93,63,147,21,6,-1
2014-10-31,Edmonds,390,44,50,166,32,0,3
2014-10-31,Mukilteo,391,21,22,93,67,30,22
2014-10-31,SeaTac,239,19,10,43,40,-15,16
2014-11-30,Olympia,236,145,118,569,74,1,6
2014-11-30,Woodinville,522,65,26,91,43,20,-1
2014-11-30,Marysville,252,84,33,177,50,0,6
2014-11-30,Mill Creek,336,34,23,64,61,16,18
2014-11-30,Lynnwood,340,97,45,212,41,5,11
2014-11-30,Newcastle,605,26,9,35,48,16,24
2014-11-30,Burien,275,41,30,102,48,4,7
2014-11-30,Kenmore,393,28,28,61,51,10,14
2014-11-30,Mercer Island,1025,24,13,48,24,-1,4
2014-11-30,Lakewood,193,44,31,161,56,16,-17
2014-11-30,Bainbridge Island,699,37,19,67,48,-10,8
2014-11-30,Sammamish,726,97,42,117,44,8,12
2014-11-30,Redmond,661,121,63,157,32,-3,8
2014-11-30,Federal Way,254,99,70,233,49,-6,-8
2014-11-30,Tukwila,223,17,13,48,47,10,-27
2014-11-30,Auburn,282,154,101,347,49,-1,-3
2014-11-30,North Bend,355,25,5,47,58,48,-4
2014-11-30,Lake Forest Park,467,24,5,22,43,26,1
2014-11-30,SeaTac,190,16,17,44,67,27,27
2014-11-30,Bothell,450,152,89,309,49,11,18
2014-11-30,Des Moines,258,35,25,107,39,13,-30
2014-11-30,Seattle,367,3414,1787,6201,37,6,3
2014-11-30,Renton,310,158,70,314,36,3,7
2014-11-30,Kent,278,141,81,324,48,13,5
2014-11-30,Tacoma,185,369,247,1093,55,6,5
2014-11-30,Shoreline,342,62,30,84,24,1,-5
2014-11-30,DuPont,229,5,9,44,86,57,7
2014-11-30,Edmonds,410,71,32,135,38,6,2
2014-11-30,Brier,436,6,2,6,7,-26,-3
2014-11-30,Seattle,440,810,372,981,23,3,-4
2014-11-30,Issaquah,458,96,46,112,22,1,-4
2014-11-30,Kirkland,434,153,53,171,52,21,29
2014-11-30,Mountlake Terrace,280,23,9,16,14,4,-8
2014-11-30,Everett,274,170,118,393,41,14,6
2014-11-30,Snoqualmie,564,26,20,54,38,3,2
2014-11-30,Bellevue,647,166,70,251,28,1,-5
2014-11-30,Puyallup,250,138,123,482,49,-11,-18
2014-11-30,Mukilteo,410,27,19,83,38,-29,-2
2014-12-31,Olympia,253,102,164,533,83,9,17
2014-12-31,Shoreline,350,49,50,74,45,21,7
2014-12-31,Bainbridge Island,477,15,36,64,35,-13,-50
2014-12-31,Kent,269,80,140,299,49,1,-14
2014-12-31,Redmond,520,73,125,172,24,-8,-11
2014-12-31,Bellevue,695,112,145,239,27,-1,-9
2014-12-31,Sammamish,670,60,61,96,47,3,22
2014-12-31,DuPont,245,11,11,41,139,53,23
2014-12-31,Federal Way,248,70,95,201,50,1,4
2014-12-31,Seattle,459,513,753,924,27,4,-8
2014-12-31,Issaquah,456,44,88,110,30,8,-26
2014-12-31,Lake Forest Park,460,7,7,16,70,27,-15
2014-12-31,Tukwila,255,9,29,54,37,-10,-10
2014-12-31,Kirkland,471,104,112,175,43,-9,-6
2014-12-31,Auburn,290,85,123,321,49,0,3
2014-12-31,Brier,590,5,8,12,41,34,10
2014-12-31,SeaTac,210,14,21,37,58,-9,-5
2014-12-31,Puyallup,248,124,164,468,69,20,1
2014-12-31,Bothell,470,117,140,273,77,28,41
2014-12-31,Des Moines,260,25,28,102,51,12,6
2014-12-31,Mukilteo,425,25,34,78,73,35,-2
2014-12-31,Snoqualmie,555,21,25,50,90,52,30
2014-12-31,Marysville,231,46,94,178,35,-15,-11
2014-12-31,Edmonds,384,52,58,122,51,13,-7
2014-12-31,Mill Creek,371,20,28,63,72,11,29
2014-12-31,Seattle,365,2288,3212,5829,42,5,-2
2014-12-31,Woodinville,551,44,38,80,39,-4,-43
2014-12-31,Lynnwood,322,74,99,212,62,21,14
2014-12-31,Mercer Island,988,15,26,50,22,-2,-50
2014-12-31,Mountlake Terrace,275,16,18,16,24,10,4
2014-12-31,Everett,265,137,180,360,43,2,9
2014-12-31,Newcastle,665,13,27,35,69,21,49
2014-12-31,Renton,320,115,180,307,43,7,-7
2014-12-31,Burien,250,39,49,94,29,-19,-35
2014-12-31,Kenmore,449,29,35,57,41,-10,-3
2014-12-31,Lakewood,195,37,62,160,46,-10,-28
2014-12-31,Tacoma,176,272,364,1033,50,-5,-9
2014-12-31,North Bend,378,15,24,52,41,-17,-9
2015-01-31,DuPont,269,7,17,37,100,-39,-7
2015-01-31,Des Moines,205,21,32,80,113,62,101
2015-01-31,Lake Forest Park,452,12,19,19,31,-39,4
2015-01-31,Snoqualmie,510,30,41,30,25,-65,-63
2015-01-31,SeaTac,202,22,27,38,30,-28,-7
2015-01-31,Bothell,445,139,182,263,62,-15,33
2015-01-31,Sammamish,608,65,103,122,32,-15,-7
2015-01-31,Kirkland,475,90,179,218,17,-26,-7
2015-01-31,Lynnwood,328,83,115,192,54,-8,10
2015-01-31,Tacoma,199,290,386,991,54,4,-13
2015-01-31,Redmond,510,78,151,180,32,8,16
2015-01-31,Mercer Island,1165,15,30,57,17,-5,-3
2015-01-31,Lakewood,188,47,65,163,82,36,14
2015-01-31,Burien,260,38,66,101,57,28,3
2015-01-31,Renton,330,115,205,296,56,13,23
2015-01-31,Marysville,259,62,77,164,85,50,23
2015-01-31,Brier,401,5,6,9,15,-26,-48
2015-01-31,Kent,287,108,140,260,49,0,1
2015-01-31,Seattle,359,2616,3902,5858,39,-3,0
2015-01-31,Issaquah,405,77,120,106,24,-6,14
2015-01-31,Bainbridge Island,587,29,42,56,20,-15,-1
2015-01-31,Mill Creek,340,27,39,59,59,-13,-13
2015-01-31,Bellevue,596,113,176,276,23,-4,-4
2015-01-31,Shoreline,384,53,70,75,11,-34,-21
2015-01-31,Everett,261,134,217,369,47,4,-9
2015-01-31,Kenmore,438,27,41,64,53,12,42
2015-01-31,Olympia,240,129,188,544,78,-5,-8
2015-01-31,Woodinville,478,38,61,79,52,13,32
2015-01-31,Newcastle,582,23,30,38,32,-37,-37
2015-01-31,Mukilteo,411,26,32,79,31,-42,-39
2015-01-31,Mountlake Terrace,248,10,24,25,15,-9,-16
2015-01-31,Edmonds,365,49,71,119,23,-28,-39
2015-01-31,Seattle,440,620,864,945,14,-13,-5
2015-01-31,Federal Way,253,86,83,185,62,12,-27
2015-01-31,Tukwila,186,18,20,49,85,48,22
2015-01-31,Auburn,275,94,139,303,53,4,-14
2015-01-31,North Bend,314,12,14,43,70,29,-27
2015-01-31,Puyallup,253,125,164,462,58,-11,-9
2015-02-28,Mountlake Terrace,255,20,30,19,9,-6,-55
2015-02-28,Mill Creek,408,47,69,61,15,-44,-42
2015-02-28,Bainbridge Island,590,45,53,65,18,-2,-29
2015-02-28,Puyallup,250,166,237,433,58,0,15
2015-02-28,Bellevue,620,169,210,270,8,-15,1
2015-02-28,Brier,440,6,10,8,5,-10,-22
2015-02-28,SeaTac,235,24,28,35,21,-9,-45
2015-02-28,Lynnwood,341,116,150,169,23,-31,-15
2015-02-28,Seattle,455,873,1246,1027,8,-6,-5
2015-02-28,Kent,279,163,189,250,41,-8,2
2015-02-28,Renton,348,193,253,304,17,-39,-3
2015-02-28,Edmonds,428,86,100,115,35,12,11
2015-02-28,Mukilteo,450,39,42,58,52,21,-27
2015-02-28,Des Moines,281,43,41,83,79,-34,33
2015-02-28,North Bend,415,22,30,55,37,-33,-50
2015-02-28,Lake Forest Park,417,16,25,16,14,-17,-8
2015-02-28,Sammamish,655,95,153,128,10,-22,-7
2015-02-28,Federal Way,251,96,120,204,36,-26,-2
2015-02-28,Auburn,279,146,193,317,50,-3,4
2015-02-28,Lakewood,215,53,81,177,57,-25,-11
2015-02-28,Snoqualmie,500,45,50,26,17,-8,-15
2015-02-28,Burien,246,70,64,87,18,-39,-18
2015-02-28,Newcastle,614,26,23,36,9,-23,-2
2015-02-28,Woodinville,536,55,76,87,31,-21,14
2015-02-28,Olympia,233,168,241,556,82,4,24
2015-02-28,Kirkland,470,153,193,205,10,-7,-2
2015-02-28,Everett,280,196,285,346,30,-17,-10
2015-02-28,Shoreline,375,72,89,79,10,-1,-6
2015-02-28,Issaquah,490,107,152,119,12,-12,0
2015-02-28,DuPont,291,14,18,36,124,24,89
2015-02-28,Tacoma,208,394,574,997,55,1,-2
2015-02-28,Marysville,258,90,105,141,19,-66,-31
2015-02-28,Seattle,385,3827,5121,5909,16,-23,-7
2015-02-28,Tukwila,218,23,16,40,22,-63,-17
2015-02-28,Mercer Island,1060,23,55,63,11,-6,-9
2015-02-28,Kenmore,533,39,56,75,17,-36,-45
2015-02-28,Redmond,495,129,144,176,9,-23,-5
2015-02-28,Bothell,456,182,236,266,33,-29,13
2015-03-31,Woodinville,550,63,91,97,7,-24,-5
2015-03-31,Seattle,490,1069,1396,1025,7,-1,-2
2015-03-31,Brier,637,12,9,7,25,20,-88
2015-03-31,Tukwila,288,21,22,41,29,7,-5
2015-03-31,Olympia,243,173,268,578,36,-46,-11
2015-03-31,Kirkland,520,167,218,244,8,-2,-1
2015-03-31,Mukilteo,445,50,57,74,31,-21,15
2015-03-31,Mountlake Terrace,286,29,22,17,9,0,-5
2015-03-31,Everett,310,231,254,344,14,-16,-12
2015-03-31,Marysville,280,116,124,150,22,3,-6
2015-03-31,Renton,347,238,266,297,14,-3,-11
2015-03-31,Redmond,550,135,185,175,9,0,1
2015-03-31,Shoreline,395,90,99,78,10,0,-1
2015-03-31,Issaquah,510,130,150,126,8,-4,2
2015-03-31,DuPont,292,14,23,35,45,-79,37
2015-03-31,Tacoma,210,467,499,1001,29,-26,-11
2015-03-31,Lynnwood,370,153,171,183,24,1,-16
2015-03-31,Mercer Island,1050,45,46,54,8,-3,-4
2015-03-31,Bainbridge Island,661,42,56,78,10,-8,-34
2015-03-31,Kenmore,502,35,66,77,9,-8,-11
2015-03-31,Bellevue,648,183,267,307,7,-1,0
2015-03-31,Newcastle,681,24,37,38,5,-4,-15
2015-03-31,Burien,286,56,80,93,9,-9,-30
2015-03-31,SeaTac,250,26,31,30,12,-9,-49
2015-03-31,Sammamish,716,124,166,147,9,-1,3
2015-03-31,Puyallup,245,196,266,426,38,-20,0
2015-03-31,Bothell,454,184,256,286,14,-19,-3
2015-03-31,Kent,295,176,227,290,34,-7,-4
2015-03-31,Federal Way,247,97,157,215,18,-18,-19
2015-03-31,North Bend,490,19,35,52,17,-20,-29
2015-03-31,Seattle,400,4383,5717,6267,10,-6,-5
2015-03-31,Auburn,300,141,217,322,26,-24,-5
2015-03-31,Lake Forest Park,440,23,34,24,7,-7,0
2015-03-31,Mill Creek,363,52,79,74,13,-2,0
2015-03-31,Lakewood,214,56,84,187,31,-26,-8
2015-03-31,Des Moines,253,38,68,92,27,-52,-3
2015-03-31,Snoqualmie,525,50,66,52,7,-10,-6
2015-03-31,Edmonds,436,91,116,132,9,-26,-3
2015-04-30,Bainbridge Island,617,49,61,81,10,0,1
2015-04-30,Seattle,399,4610,5815,6714,9,-1,-4
2015-04-30,Issaquah,545,127,151,136,8,0,-1
2015-04-30,North Bend,418,25,35,49,17,0,9
2015-04-30,Kenmore,480,59,72,97,14,5,7
2015-04-30,Mercer Island,1117,40,56,64,8,0,-3
2015-04-30,DuPont,292,19,23,38,15,-30,-9
2015-04-30,Edmonds,425,84,120,140,8,-1,-5
2015-04-30,Tacoma,210,431,564,1063,23,-6,-15
2015-04-30,Lakewood,225,65,88,193,27,-4,-9
2015-04-30,Lake Forest Park,493,24,41,34,8,1,-2
2015-04-30,Sammamish,675,131,190,168,7,-2,-2
2015-04-30,Burien,310,68,84,109,8,-1,-35
2015-04-30,Everett,305,244,307,374,17,3,-2
2015-04-30,Federal Way,278,103,146,217,20,2,-18
2015-04-30,Mukilteo,390,39,48,76,7,-24,-13
2015-04-30,Bothell,452,213,261,310,17,3,3
2015-04-30,Kirkland,500,167,244,273,9,1,-2
2015-04-30,Olympia,265,195,279,601,29,-7,-11
2015-04-30,Tukwila,209,16,20,42,20,-9,-32
2015-04-30,Auburn,289,174,215,349,19,-7,-16
2015-04-30,Newcastle,620,25,23,35,11,6,5
2015-04-30,Woodinville,551,72,79,102,15,8,3
2015-04-30,Snoqualmie,500,44,65,39,7,0,-13
