Dates,"Amazon.com, Inc. (NasdaqGS:AMZN) - Share Pricing"
Nov-08-2012,227.35
Nov-09-2012,226.31
Nov-12-2012,226.47
Nov-13-2012,226.60
Nov-14-2012,222.95
Nov-15-2012,220.60
Nov-16-2012,225.23
Nov-19-2012,229.71
Nov-20-2012,233.78
Nov-21-2012,238.03
Nov-23-2012,239.88
Nov-26-2012,243.62
Nov-27-2012,243.40
Nov-28-2012,247.11
Nov-29-2012,251.27
Nov-30-2012,252.05
Dec-03-2012,250.33
Dec-04-2012,252.49
Dec-05-2012,253.96
Dec-06-2012,253.37
Dec-07-2012,253.27
Dec-10-2012,247.77
Dec-11-2012,250.69
Dec-12-2012,251.76
Dec-13-2012,251.25
Dec-14-2012,249.19
Dec-17-2012,253.86
Dec-18-2012,260.40
Dec-19-2012,257.99
Dec-20-2012,261.50
Dec-21-2012,256.92
Dec-24-2012,258.62
Dec-26-2012,248.63
Dec-27-2012,248.31
Dec-28-2012,245.18
Dec-31-2012,250.87
Jan-02-2013,257.31
Jan-03-2013,258.48
Jan-04-2013,259.15
Jan-07-2013,268.46
Jan-08-2013,266.38
Jan-09-2013,266.35
Jan-10-2013,265.34
Jan-11-2013,267.94
Jan-14-2013,272.73
Jan-15-2013,271.90
Jan-16-2013,268.93
Jan-17-2013,270.48
Jan-18-2013,272.12
Jan-22-2013,270.19
Jan-23-2013,268.11
Jan-24-2013,273.62
Jan-25-2013,283.99
Jan-28-2013,276.04
Jan-29-2013,260.35
Jan-30-2013,272.76
Jan-31-2013,265.50
Feb-01-2013,265.00
Feb-04-2013,259.98
Feb-05-2013,266.89
Feb-06-2013,262.22
Feb-07-2013,260.23
Feb-08-2013,261.95
Feb-11-2013,257.21
Feb-12-2013,258.70
Feb-13-2013,269.47
Feb-14-2013,269.24
Feb-15-2013,265.09
Feb-19-2013,269.75
Feb-20-2013,266.41
Feb-21-2013,265.94
Feb-22-2013,265.42
Feb-25-2013,259.87
Feb-26-2013,259.36
Feb-27-2013,263.25
Feb-28-2013,264.27
Mar-01-2013,265.74
Mar-04-2013,273.11
Mar-05-2013,275.59
Mar-06-2013,273.79
Mar-07-2013,273.88
Mar-08-2013,274.19
Mar-11-2013,271.24
Mar-12-2013,274.13
Mar-13-2013,275.10
Mar-14-2013,265.74
Mar-15-2013,261.82
Mar-18-2013,257.89
Mar-19-2013,256.41
Mar-20-2013,257.28
Mar-21-2013,253.39
Mar-22-2013,257.75
Mar-25-2013,256.02
Mar-26-2013,260.31
Mar-27-2013,265.30
Mar-28-2013,266.49
Apr-01-2013,261.61
Apr-02-2013,263.32
Apr-03-2013,259.03
Apr-04-2013,259.08
Apr-05-2013,255.48
Apr-08-2013,258.95
Apr-09-2013,261.14
Apr-10-2013,264.77
Apr-11-2013,269.85
Apr-12-2013,272.87
Apr-15-2013,267.72
Apr-16-2013,272.34
Apr-17-2013,267.40
Apr-18-2013,259.42
Apr-19-2013,260.32
Apr-22-2013,263.55
Apr-23-2013,268.90
Apr-24-2013,268.78
Apr-25-2013,274.70
Apr-26-2013,254.81
Apr-29-2013,249.74
Apr-30-2013,253.81
May-01-2013,248.23
May-02-2013,252.55
May-03-2013,258.05
May-06-2013,255.72
May-07-2013,257.73
May-08-2013,258.68
May-09-2013,260.16
May-10-2013,263.63
May-13-2013,264.51
May-14-2013,268.33
May-15-2013,266.56
May-16-2013,264.12
May-17-2013,269.90
May-20-2013,267.63
May-21-2013,268.86
May-22-2013,262.96
May-23-2013,261.80
May-24-2013,261.74
May-28-2013,267.29
May-29-2013,265.53
May-30-2013,266.83
May-31-2013,269.20
Jun-03-2013,266.88
Jun-04-2013,265.70
Jun-05-2013,267.17
Jun-06-2013,267.83
Jun-07-2013,276.87
Jun-10-2013,281.07
Jun-11-2013,274.78
Jun-12-2013,271.67
Jun-13-2013,275.79
Jun-14-2013,273.99
Jun-17-2013,278.06
Jun-18-2013,281.76
Jun-19-2013,278.16
Jun-20-2013,273.44
Jun-21-2013,273.36
Jun-24-2013,270.61
Jun-25-2013,272.09
Jun-26-2013,277.57
Jun-27-2013,277.55
Jun-28-2013,277.69
Jul-01-2013,282.10
Jul-02-2013,283.73
Jul-03-2013,284.03
Jul-04-2013,284.03
Jul-05-2013,285.88
Jul-08-2013,290.59
Jul-09-2013,291.53
Jul-10-2013,292.33
Jul-11-2013,299.66
Jul-12-2013,307.55
Jul-15-2013,306.57
Jul-16-2013,306.87
Jul-17-2013,308.69
Jul-18-2013,304.11
Jul-19-2013,305.23
Jul-22-2013,303.48
Jul-23-2013,301.06
Jul-24-2013,298.94
Jul-25-2013,303.40
Jul-26-2013,312.01
Jul-29-2013,306.10
Jul-30-2013,302.41
Jul-31-2013,301.22
Aug-01-2013,305.57
Aug-02-2013,304.21
Aug-05-2013,300.99
Aug-06-2013,300.75
Aug-07-2013,296.91
Aug-08-2013,295.74
Aug-09-2013,297.26
Aug-12-2013,296.69
Aug-13-2013,293.97
Aug-14-2013,291.34
Aug-15-2013,286.47
Aug-16-2013,284.82
Aug-19-2013,285.57
Aug-20-2013,287.09
Aug-21-2013,284.57
Aug-22-2013,289.73
Aug-23-2013,290.01
Aug-26-2013,286.21
Aug-27-2013,280.93
Aug-28-2013,281.58
Aug-29-2013,283.98
Aug-30-2013,280.98
Sep-03-2013,288.80
Sep-04-2013,293.64
Sep-05-2013,294.10
Sep-06-2013,295.86
Sep-09-2013,299.71
Sep-10-2013,300.36
Sep-11-2013,299.64
Sep-12-2013,298.86
Sep-13-2013,297.92
Sep-16-2013,296.06
Sep-17-2013,304.17
Sep-18-2013,312.03
Sep-19-2013,312.06
Sep-20-2013,316.34
Sep-23-2013,311.49
Sep-24-2013,314.13
Sep-25-2013,312.65
Sep-26-2013,318.12
Sep-27-2013,316.01
Sep-30-2013,312.64
Oct-01-2013,320.95
Oct-02-2013,320.51
Oct-03-2013,314.76
Oct-04-2013,319.04
Oct-07-2013,310.03
Oct-08-2013,303.23
Oct-09-2013,298.23
Oct-10-2013,305.17
Oct-11-2013,310.89
Oct-14-2013,310.70
Oct-15-2013,306.40
Oct-16-2013,310.49
Oct-17-2013,310.77
Oct-18-2013,328.93
Oct-21-2013,326.44
Oct-22-2013,332.54
Oct-23-2013,326.76
Oct-24-2013,332.21
Oct-25-2013,363.39
Oct-28-2013,358.16
Oct-29-2013,362.70
Oct-30-2013,361.08
Oct-31-2013,364.03
Nov-01-2013,359.00
Nov-04-2013,358.74
Nov-05-2013,358.89
Nov-06-2013,356.18
Nov-07-2013,343.56
Nov-08-2013,350.31
Nov-11-2013,354.38
Nov-12-2013,349.53
Nov-13-2013,356.22
Nov-14-2013,367.40
Nov-15-2013,369.17
Nov-18-2013,366.18
Nov-19-2013,364.94
Nov-20-2013,362.57
Nov-21-2013,368.92
Nov-22-2013,372.31
Nov-25-2013,376.64
Nov-26-2013,381.37
Nov-27-2013,386.71
Nov-29-2013,393.62
Dec-02-2013,392.30
Dec-03-2013,384.66
Dec-04-2013,385.96
Dec-05-2013,384.49
Dec-06-2013,386.95
Dec-09-2013,384.89
Dec-10-2013,387.78
Dec-11-2013,382.19
Dec-12-2013,381.25
Dec-13-2013,384.24
Dec-16-2013,388.97
Dec-17-2013,387.65
Dec-18-2013,395.96
Dec-19-2013,395.19
Dec-20-2013,402.20
Dec-23-2013,402.92
Dec-24-2013,399.20
Dec-26-2013,404.39
Dec-27-2013,398.08
Dec-30-2013,393.37
Dec-31-2013,398.79
Jan-02-2014,397.97
Jan-03-2014,396.44
Jan-06-2014,393.63
Jan-07-2014,398.03
Jan-08-2014,401.92
Jan-09-2014,401.01
Jan-10-2014,397.66
Jan-13-2014,390.98
Jan-14-2014,397.54
Jan-15-2014,395.87
Jan-16-2014,395.80
Jan-17-2014,399.61
Jan-21-2014,407.05
Jan-22-2014,404.54
Jan-23-2014,399.87
Jan-24-2014,387.60
Jan-27-2014,386.28
Jan-28-2014,394.43
Jan-29-2014,384.20
Jan-30-2014,403.01
Jan-31-2014,358.69
Feb-03-2014,346.15
Feb-04-2014,347.95
Feb-05-2014,346.45
Feb-06-2014,354.59
Feb-07-2014,361.08
Feb-10-2014,360.87
Feb-11-2014,361.79
Feb-12-2014,349.25
Feb-13-2014,357.20
Feb-14-2014,357.35
Feb-18-2014,353.65
Feb-19-2014,347.38
Feb-20-2014,349.80
Feb-21-2014,346.76
Feb-24-2014,351.78
Feb-25-2014,358.32
Feb-26-2014,359.80
Feb-27-2014,360.13
Feb-28-2014,362.10
Mar-03-2014,359.78
Mar-04-2014,363.90
Mar-05-2014,372.37
Mar-06-2014,372.16
Mar-07-2014,372.06
Mar-10-2014,370.53
Mar-11-2014,368.82
Mar-12-2014,370.64
Mar-13-2014,371.51
Mar-14-2014,373.74
Mar-17-2014,375.04
Mar-18-2014,378.77
Mar-19-2014,373.23
Mar-20-2014,368.97
Mar-21-2014,360.62
Mar-24-2014,351.85
Mar-25-2014,354.71
Mar-26-2014,343.41
Mar-27-2014,338.47
Mar-28-2014,338.29
Mar-31-2014,336.37
Apr-01-2014,342.99
Apr-02-2014,341.96
Apr-03-2014,333.62
Apr-04-2014,323.00
Apr-07-2014,317.76
Apr-08-2014,327.07
Apr-09-2014,331.81
Apr-10-2014,317.11
Apr-11-2014,311.73
Apr-14-2014,315.91
Apr-15-2014,316.08
Apr-16-2014,323.68
Apr-17-2014,324.91
Apr-21-2014,330.87
Apr-22-2014,329.32
Apr-23-2014,324.58
Apr-24-2014,337.15
Apr-25-2014,303.83
Apr-28-2014,296.58
Apr-29-2014,300.38
Apr-30-2014,304.13
May-01-2014,307.89
May-02-2014,308.01
May-05-2014,310.05
May-06-2014,297.38
May-07-2014,292.71
May-08-2014,288.32
May-09-2014,292.24
May-12-2014,302.86
May-13-2014,304.64
May-14-2014,297.62
May-15-2014,295.19
May-16-2014,297.70
May-19-2014,296.76
May-20-2014,301.19
May-21-2014,305.01
May-22-2014,304.91
May-23-2014,312.24
May-27-2014,310.82
May-28-2014,310.16
May-29-2014,313.78
May-30-2014,312.55
Jun-02-2014,308.84
Jun-03-2014,307.19
Jun-04-2014,306.78
Jun-05-2014,323.57
Jun-06-2014,329.67
Jun-09-2014,327.50
Jun-10-2014,332.41
Jun-11-2014,335.20
Jun-12-2014,325.91
Jun-13-2014,326.27
Jun-16-2014,327.62
Jun-17-2014,325.62
Jun-18-2014,334.38
Jun-19-2014,327.00
Jun-20-2014,324.20
Jun-23-2014,327.24
Jun-24-2014,324.16
Jun-25-2014,327.44
Jun-26-2014,325.69
Jun-27-2014,324.57
Jun-30-2014,324.78
Jul-01-2014,332.39
Jul-02-2014,332.85
Jul-03-2014,337.49
Jul-07-2014,333.55
Jul-08-2014,323.81
Jul-09-2014,329.97
Jul-10-2014,327.92
Jul-11-2014,346.20
Jul-14-2014,355.32
Jul-15-2014,354.44
Jul-16-2014,355.90
Jul-17-2014,352.45
Jul-18-2014,358.66
Jul-21-2014,359.76
Jul-22-2014,360.84
Jul-23-2014,358.14
Jul-24-2014,358.61
Jul-25-2014,324.01
Jul-28-2014,320.41
Jul-29-2014,320.00
Jul-30-2014,322.51
Jul-31-2014,312.99
Aug-01-2014,307.06
Aug-04-2014,313.65
Aug-05-2014,312.32
Aug-06-2014,313.89
Aug-07-2014,311.45
Aug-08-2014,316.80
Aug-11-2014,318.33
Aug-12-2014,319.32
Aug-13-2014,326.28
Aug-14-2014,333.21
Aug-15-2014,333.63
Aug-18-2014,334.53
Aug-19-2014,335.13
Aug-20-2014,335.78
Aug-21-2014,332.91
Aug-22-2014,331.59
Aug-25-2014,334.02
Aug-26-2014,341.83
Aug-27-2014,343.18
Aug-28-2014,340.02
Aug-29-2014,339.04
Sep-02-2014,342.38
Sep-03-2014,339.00
Sep-04-2014,345.95
Sep-05-2014,346.38
Sep-08-2014,342.34
Sep-09-2014,329.75
Sep-10-2014,331.33
Sep-11-2014,330.52
Sep-12-2014,331.19
Sep-15-2014,323.89
Sep-16-2014,327.76
Sep-17-2014,324.00
Sep-18-2014,325.00
Sep-19-2014,331.32
Sep-22-2014,324.50
Sep-23-2014,323.63
Sep-24-2014,328.21
Sep-25-2014,321.93
Sep-26-2014,323.21
Sep-29-2014,321.82
Sep-30-2014,322.44
Oct-01-2014,317.46
Oct-02-2014,318.41
Oct-03-2014,322.74
Oct-06-2014,322.20
Oct-07-2014,316.98
Oct-08-2014,322.70
Oct-09-2014,315.37
Oct-10-2014,311.39
Oct-13-2014,306.45
Oct-14-2014,308.31
Oct-15-2014,305.97
Oct-16-2014,302.86
Oct-17-2014,303.64
Oct-20-2014,306.21
Oct-21-2014,315.33
Oct-22-2014,312.97
Oct-23-2014,313.18
Oct-24-2014,287.06
Oct-27-2014,289.97
Oct-28-2014,295.59
Oct-29-2014,294.12
Oct-30-2014,299.07
Oct-31-2014,305.46
Nov-03-2014,305.72
Nov-04-2014,302.81
Nov-05-2014,296.52
Nov-06-2014,296.64
Nov-07-2014,299.86
Nov-10-2014,305.11
Nov-11-2014,312.01
Nov-12-2014,311.51
Nov-13-2014,316.48
Nov-14-2014,327.82
Nov-17-2014,323.05
Nov-18-2014,324.93
Nov-19-2014,326.54
Nov-20-2014,330.54
Nov-21-2014,332.63
Nov-24-2014,335.64
Nov-25-2014,335.04
Nov-26-2014,333.57
Nov-28-2014,338.64
Dec-01-2014,326.00
Dec-02-2014,326.31
Dec-03-2014,316.50
Dec-04-2014,316.93
Dec-05-2014,312.63
Dec-08-2014,306.64
Dec-09-2014,312.50
Dec-10-2014,305.84
Dec-11-2014,307.36
Dec-12-2014,307.32
Dec-15-2014,306.07
Dec-16-2014,295.06
Dec-17-2014,298.88
Dec-18-2014,297.73
Dec-19-2014,299.90
Dec-22-2014,306.54
Dec-23-2014,306.29
Dec-24-2014,303.03
Dec-26-2014,309.09
Dec-29-2014,312.04
Dec-30-2014,310.30
Dec-31-2014,310.35
Jan-02-2015,308.52
Jan-05-2015,302.19
Jan-06-2015,295.29
Jan-07-2015,298.42
Jan-08-2015,300.46
Jan-09-2015,296.93
Jan-12-2015,291.41
Jan-13-2015,294.74
Jan-14-2015,293.27
Jan-15-2015,286.95
Jan-16-2015,290.74
Jan-20-2015,289.44
Jan-21-2015,297.25
Jan-22-2015,310.32
Jan-23-2015,312.39
Jan-26-2015,309.66
Jan-27-2015,306.75
Jan-28-2015,303.91
Jan-29-2015,311.78
Jan-30-2015,354.53
Feb-02-2015,364.47
Feb-03-2015,363.55
Feb-04-2015,364.75
Feb-05-2015,373.89
Feb-06-2015,374.28
Feb-09-2015,370.56
Feb-10-2015,373.00
Feb-11-2015,375.14
Feb-12-2015,377.17
Feb-13-2015,381.83
Feb-17-2015,375.43
Feb-18-2015,373.37
Feb-19-2015,379.00
Feb-20-2015,383.66
Feb-23-2015,380.14
Feb-24-2015,378.59
Feb-25-2015,385.37
Feb-26-2015,384.80
Feb-27-2015,380.16
Mar-02-2015,385.66
Mar-03-2015,384.61
Mar-04-2015,382.72
Mar-05-2015,387.83
Mar-06-2015,380.09
Mar-09-2015,378.56
Mar-10-2015,369.51
Mar-11-2015,366.37
Mar-12-2015,374.24
Mar-13-2015,370.58
Mar-16-2015,373.35
Mar-17-2015,371.92
Mar-18-2015,375.14
Mar-19-2015,373.24
Mar-20-2015,378.49
Mar-23-2015,375.11
Mar-24-2015,374.09
Mar-25-2015,370.96
Mar-26-2015,367.35
Mar-27-2015,370.56
Mar-30-2015,374.59
Mar-31-2015,372.10
Apr-01-2015,370.26
Apr-02-2015,372.25
Apr-06-2015,377.04
Apr-07-2015,374.41
Apr-08-2015,381.20
Apr-09-2015,383.54
Apr-10-2015,382.65
Apr-13-2015,382.36
Apr-14-2015,385.11
Apr-15-2015,383.45
Apr-16-2015,386.04
Apr-17-2015,375.56
Apr-20-2015,389.51
Apr-21-2015,391.18
Apr-22-2015,389.80
Apr-23-2015,389.99
Apr-24-2015,445.10
Apr-27-2015,438.56
Apr-28-2015,429.31
Apr-29-2015,429.37
Apr-30-2015,421.78
May-01-2015,422.87
May-04-2015,423.04
May-05-2015,421.19
May-06-2015,419.10
May-07-2015,426.88
May-08-2015,433.69
May-11-2015,432.85
May-12-2015,431.02
May-13-2015,426.87
May-14-2015,432.28
May-15-2015,426.00
May-18-2015,425.24
May-19-2015,421.71
May-20-2015,423.86
May-21-2015,431.63
May-22-2015,427.63
May-26-2015,425.47
May-27-2015,431.42
May-28-2015,426.57
May-29-2015,429.23
Jun-01-2015,430.92
Jun-02-2015,430.99
Jun-03-2015,436.59
Jun-04-2015,430.78
Jun-05-2015,426.95
Jun-08-2015,423.50
Jun-09-2015,425.48
Jun-10-2015,430.77
Jun-11-2015,432.97
Jun-12-2015,429.92
Jun-15-2015,423.67
Jun-16-2015,427.26
Jun-17-2015,427.81
Jun-18-2015,439.39
Jun-19-2015,434.92
Jun-22-2015,436.29
Jun-23-2015,445.99
Jun-24-2015,440.84
Jun-25-2015,440.10
Jun-26-2015,438.10
Jun-29-2015,429.86
Jun-30-2015,434.09
Jul-01-2015,437.39
Jul-02-2015,437.71
Jul-06-2015,436.04
Jul-07-2015,436.72
Jul-08-2015,429.70
Jul-09-2015,434.39
Jul-10-2015,443.51
Jul-13-2015,455.57
Jul-14-2015,465.57
Jul-15-2015,461.19
Jul-16-2015,475.48
Jul-17-2015,483.01
Jul-20-2015,488.10
Jul-21-2015,488.00
Jul-22-2015,488.27
Jul-23-2015,482.18
Jul-24-2015,529.42
Jul-27-2015,531.41
Jul-28-2015,526.03
Jul-29-2015,529.00
Jul-30-2015,536.76
Jul-31-2015,536.15
Aug-03-2015,535.03
Aug-04-2015,531.90
Aug-05-2015,537.01
Aug-06-2015,529.46
Aug-07-2015,522.62
Aug-10-2015,524.00
Aug-11-2015,527.46
Aug-12-2015,525.91
Aug-13-2015,529.66
Aug-14-2015,531.52
Aug-17-2015,535.22
Aug-18-2015,535.02
Aug-19-2015,532.92
Aug-20-2015,515.78
Aug-21-2015,494.47
Aug-24-2015,463.37
Aug-25-2015,466.37
Aug-26-2015,500.77
Aug-27-2015,518.37
Aug-28-2015,518.01
Aug-31-2015,512.89
Sep-01-2015,496.54
Sep-02-2015,510.55
Sep-03-2015,504.72
Sep-04-2015,499.00
Sep-08-2015,517.54
Sep-09-2015,516.89
Sep-10-2015,522.24
Sep-11-2015,529.44
Sep-14-2015,521.38
Sep-15-2015,522.37
Sep-16-2015,527.39
Sep-17-2015,538.87
Sep-18-2015,540.26
Sep-21-2015,548.39
Sep-22-2015,538.40
Sep-23-2015,536.07
Sep-24-2015,533.75
Sep-25-2015,524.25
Sep-28-2015,504.06
Sep-29-2015,496.07
Sep-30-2015,511.89
Oct-01-2015,520.72
Oct-02-2015,532.54
Oct-05-2015,543.68
Oct-06-2015,537.48
Oct-07-2015,541.94
Oct-08-2015,533.16
Oct-09-2015,539.80
Oct-12-2015,550.19
Oct-13-2015,548.90
Oct-14-2015,544.83
Oct-15-2015,562.44
Oct-16-2015,570.76
Oct-19-2015,573.15
Oct-20-2015,560.88
Oct-21-2015,555.77
Oct-22-2015,563.91
Oct-23-2015,599.03
Oct-26-2015,608.61
Oct-27-2015,611.01
Oct-28-2015,617.10
Oct-29-2015,626.55
Oct-30-2015,625.90
Nov-02-2015,628.35
Nov-03-2015,625.31
Nov-04-2015,640.95
Nov-05-2015,655.65
Nov-06-2015,659.37
Nov-09-2015,655.49
Nov-10-2015,659.68
Nov-11-2015,673.25
Nov-12-2015,665.60
Nov-13-2015,642.35
Nov-16-2015,647.81
Nov-17-2015,643.30
Nov-18-2015,663.54
Nov-19-2015,661.27
Nov-20-2015,668.45
Nov-23-2015,678.99
Nov-24-2015,671.15
Nov-25-2015,675.34
Nov-27-2015,673.26
Nov-30-2015,664.80
Dec-01-2015,679.06
Dec-02-2015,676.01
Dec-03-2015,666.25
Dec-04-2015,672.64
Dec-07-2015,669.83
Dec-08-2015,677.33
Dec-09-2015,664.79
Dec-10-2015,662.32
Dec-11-2015,640.15
Dec-14-2015,657.91
Dec-15-2015,658.64
Dec-16-2015,675.77
Dec-17-2015,670.65
Dec-18-2015,664.14
Dec-21-2015,664.51
Dec-22-2015,663.15
Dec-23-2015,663.70
Dec-24-2015,662.79
Dec-28-2015,675.20
Dec-29-2015,693.97
Dec-30-2015,689.07
Dec-31-2015,675.89
Jan-04-2016,636.99
Jan-05-2016,633.79
Jan-06-2016,632.65
Jan-07-2016,607.94
Jan-08-2016,607.05
Jan-11-2016,617.74
Jan-12-2016,617.89
Jan-13-2016,581.81
Jan-14-2016,593.00
Jan-15-2016,570.18
Jan-19-2016,574.48
Jan-20-2016,571.77
Jan-21-2016,575.02
Jan-22-2016,596.38
Jan-25-2016,596.53
Jan-26-2016,601.25
Jan-27-2016,583.35
Jan-28-2016,635.35
Jan-29-2016,587.00
Feb-01-2016,574.81
Feb-02-2016,552.10
Feb-03-2016,531.07
Feb-04-2016,536.26
Feb-05-2016,502.13
Feb-08-2016,488.10
Feb-09-2016,482.07
Feb-10-2016,490.48
Feb-11-2016,503.82
Feb-12-2016,507.08
Feb-16-2016,521.10
Feb-17-2016,534.10
Feb-18-2016,525.00
Feb-19-2016,534.90
Feb-22-2016,559.50
Feb-23-2016,552.94
Feb-24-2016,554.04
Feb-25-2016,555.15
Feb-26-2016,555.23
Feb-29-2016,552.52
Mar-01-2016,579.04
Mar-02-2016,580.21
Mar-03-2016,577.49
Mar-04-2016,575.14
Mar-07-2016,562.80
Mar-08-2016,560.26
Mar-09-2016,559.47
Mar-10-2016,558.93
Mar-11-2016,569.61
Mar-14-2016,573.37
Mar-15-2016,577.02
Mar-16-2016,574.27
Mar-17-2016,559.44
Mar-18-2016,552.08
Mar-21-2016,553.98
Mar-22-2016,560.48
Mar-23-2016,569.63
Mar-24-2016,582.95
Mar-28-2016,579.87
Mar-29-2016,593.86
Mar-30-2016,598.69
Mar-31-2016,593.64
Apr-01-2016,598.50
Apr-04-2016,593.19
Apr-05-2016,586.14
Apr-06-2016,602.08
Apr-07-2016,591.43
Apr-08-2016,594.60
Apr-11-2016,595.93
Apr-12-2016,603.17
Apr-13-2016,614.82
Apr-14-2016,620.75
Apr-15-2016,625.89
Apr-18-2016,635.35
Apr-19-2016,627.90
Apr-20-2016,632.99
Apr-21-2016,631.00
Apr-22-2016,620.50
Apr-25-2016,626.20
Apr-26-2016,616.88
Apr-27-2016,606.57
Apr-28-2016,602.00
Apr-29-2016,659.59
May-02-2016,683.85
May-03-2016,671.32
May-04-2016,670.90
May-05-2016,659.09
May-06-2016,673.95
May-09-2016,679.75
May-10-2016,703.07
May-11-2016,713.23
May-12-2016,717.93
May-13-2016,709.92
May-16-2016,710.66
May-17-2016,695.27
May-18-2016,697.45
May-19-2016,698.52
May-20-2016,702.80
May-23-2016,696.75
May-24-2016,704.20
May-25-2016,708.35
May-26-2016,714.91
May-27-2016,712.24
May-31-2016,722.79
Jun-01-2016,719.44
Jun-02-2016,728.24
Jun-03-2016,725.54
Jun-06-2016,726.73
Jun-07-2016,723.74
Jun-08-2016,726.64
Jun-09-2016,727.65
Jun-10-2016,717.91
Jun-13-2016,715.24
Jun-14-2016,719.30
Jun-15-2016,714.26
Jun-16-2016,717.51
Jun-17-2016,706.39
Jun-20-2016,714.01
Jun-21-2016,715.82
Jun-22-2016,710.60
Jun-23-2016,722.08
Jun-24-2016,698.96
Jun-27-2016,691.36
Jun-28-2016,707.95
Jun-29-2016,715.60
Jun-30-2016,715.62
Jul-01-2016,725.68
Jul-05-2016,728.10
Jul-06-2016,737.61
Jul-07-2016,736.57
Jul-08-2016,745.81
Jul-11-2016,753.78
Jul-12-2016,748.21
Jul-13-2016,742.63
Jul-14-2016,741.20
Jul-15-2016,735.44
Jul-18-2016,736.07
Jul-19-2016,739.95
Jul-20-2016,745.72
Jul-21-2016,744.43
Jul-22-2016,744.86
Jul-25-2016,739.61
Jul-26-2016,735.59
Jul-27-2016,736.67
Jul-28-2016,752.61
Jul-29-2016,758.81
Aug-01-2016,767.74
Aug-02-2016,760.58
Aug-03-2016,754.64
Aug-04-2016,760.77
Aug-05-2016,765.98
Aug-08-2016,766.56
Aug-09-2016,768.31
Aug-10-2016,768.56
Aug-11-2016,771.24
Aug-12-2016,772.56
Aug-15-2016,768.49
Aug-16-2016,764.04
Aug-17-2016,764.63
Aug-18-2016,764.46
Aug-19-2016,757.31
Aug-22-2016,759.48
Aug-23-2016,762.45
Aug-24-2016,757.25
Aug-25-2016,759.22
Aug-26-2016,769.00
Aug-29-2016,771.29
Aug-30-2016,767.58
Aug-31-2016,769.16
Sep-01-2016,770.62
Sep-02-2016,772.44
Sep-06-2016,788.87
Sep-07-2016,784.48
Sep-08-2016,784.06
Sep-09-2016,760.14
Sep-12-2016,771.49
Sep-13-2016,761.01
Sep-14-2016,761.09
Sep-15-2016,769.69
Sep-16-2016,778.52
Sep-19-2016,775.10
Sep-20-2016,780.22
Sep-21-2016,789.74
Sep-22-2016,804.70
Sep-23-2016,805.75
Sep-26-2016,799.16
Sep-27-2016,816.11
Sep-28-2016,828.72
Sep-29-2016,829.05
Sep-30-2016,837.31
Oct-03-2016,836.74
Oct-04-2016,834.03
Oct-05-2016,844.36
Oct-06-2016,841.66
Oct-07-2016,839.43
Oct-10-2016,841.71
Oct-11-2016,831.00
Oct-12-2016,834.09
Oct-13-2016,829.28
Oct-14-2016,822.96
Oct-17-2016,812.95
Oct-18-2016,817.65
Oct-19-2016,817.69
Oct-20-2016,810.32
Oct-21-2016,818.99
Oct-24-2016,838.09
Oct-25-2016,835.18
Oct-26-2016,822.59
Oct-27-2016,818.36
Oct-28-2016,776.32
Oct-31-2016,789.82
Nov-01-2016,785.41
Nov-02-2016,765.56
Nov-03-2016,767.03
Nov-04-2016,755.05
Nov-07-2016,784.93
Nov-08-2016,787.75
Nov-09-2016,771.88
Nov-10-2016,742.38
Nov-11-2016,739.01
Nov-14-2016,719.07
Nov-15-2016,743.24
Nov-16-2016,746.49
Nov-17-2016,756.40
Nov-18-2016,760.16
Nov-21-2016,780.00
Nov-22-2016,785.33
Nov-23-2016,780.12
Nov-25-2016,780.37
Nov-28-2016,766.77
Nov-29-2016,762.52
Nov-30-2016,750.57
Dec-01-2016,743.65
Dec-02-2016,740.34
Dec-05-2016,759.36
Dec-06-2016,764.72
Dec-07-2016,770.42
Dec-08-2016,767.33
Dec-09-2016,768.66
Dec-12-2016,760.12
Dec-13-2016,774.34
Dec-14-2016,768.82
Dec-15-2016,761.00
Dec-16-2016,757.77
Dec-19-2016,766.00
Dec-20-2016,771.22
Dec-21-2016,770.60
Dec-22-2016,766.34
Dec-23-2016,760.59
Dec-27-2016,771.40
Dec-28-2016,772.13
Dec-29-2016,765.15
Dec-30-2016,749.87
Jan-03-2017,753.67
Jan-04-2017,757.18
Jan-05-2017,780.45
Jan-06-2017,795.99
Jan-09-2017,796.92
Jan-10-2017,795.90
Jan-11-2017,799.02
Jan-12-2017,813.64
Jan-13-2017,817.14
Jan-17-2017,809.72
Jan-18-2017,807.48
Jan-19-2017,809.04
Jan-20-2017,808.33
Jan-23-2017,817.88
Jan-24-2017,822.44
Jan-25-2017,836.52
Jan-26-2017,839.15
Jan-27-2017,835.77
Jan-30-2017,830.38
Jan-31-2017,823.48
Feb-01-2017,832.35
Feb-02-2017,839.95
Feb-03-2017,810.20
Feb-06-2017,807.64
Feb-07-2017,812.50
Feb-08-2017,819.71
Feb-09-2017,821.36
Feb-10-2017,827.46
Feb-13-2017,836.53
Feb-14-2017,836.39
Feb-15-2017,842.70
Feb-16-2017,844.14
Feb-17-2017,845.07
Feb-21-2017,856.44
Feb-22-2017,855.61
Feb-23-2017,852.19
Feb-24-2017,845.24
Feb-27-2017,848.64
Feb-28-2017,845.04
Mar-01-2017,853.08
Mar-02-2017,848.91
