Dates,"Amazon.com, Inc. (NasdaqGS:AMZN) - Share Pricing"
Mar-19-2004,42.80
Mar-22-2004,40.85
Mar-23-2004,40.23
Mar-24-2004,39.63
Mar-25-2004,41.99
Mar-26-2004,41.70
Mar-29-2004,42.76
Mar-30-2004,43.80
Mar-31-2004,43.28
Apr-01-2004,44.74
Apr-02-2004,46.09
Apr-05-2004,46.96
Apr-06-2004,46.44
Apr-07-2004,45.85
Apr-08-2004,48.10
Apr-12-2004,47.96
Apr-13-2004,46.58
Apr-14-2004,46.79
Apr-15-2004,46.99
Apr-16-2004,45.50
Apr-19-2004,47.11
Apr-20-2004,45.20
Apr-21-2004,45.72
Apr-22-2004,48.86
Apr-23-2004,46.29
Apr-26-2004,47.25
Apr-27-2004,48.00
Apr-28-2004,46.97
Apr-29-2004,46.19
Apr-30-2004,43.60
May-03-2004,44.41
May-04-2004,43.95
May-05-2004,44.26
May-06-2004,43.14
May-07-2004,41.90
May-10-2004,41.26
May-11-2004,42.70
May-12-2004,43.02
May-13-2004,43.61
May-14-2004,43.05
May-17-2004,42.08
May-18-2004,41.99
May-19-2004,41.69
May-20-2004,40.98
May-21-2004,41.17
May-24-2004,41.63
May-25-2004,43.62
May-26-2004,44.69
May-27-2004,47.62
May-28-2004,48.50
Jun-01-2004,50.23
Jun-02-2004,50.35
Jun-03-2004,49.40
Jun-04-2004,50.95
Jun-07-2004,51.76
Jun-08-2004,51.94
Jun-09-2004,50.24
Jun-10-2004,49.94
Jun-14-2004,49.25
Jun-15-2004,50.11
Jun-16-2004,50.57
Jun-17-2004,49.77
Jun-18-2004,49.60
Jun-21-2004,49.77
Jun-22-2004,49.00
Jun-23-2004,50.81
Jun-24-2004,51.02
Jun-25-2004,51.80
Jun-28-2004,53.39
Jun-29-2004,53.71
Jun-30-2004,54.40
Jul-01-2004,52.56
Jul-02-2004,52.59
Jul-06-2004,51.24
Jul-07-2004,51.00
Jul-08-2004,49.50
Jul-09-2004,48.32
Jul-12-2004,49.05
Jul-13-2004,49.60
Jul-14-2004,49.50
Jul-15-2004,48.67
Jul-16-2004,47.10
Jul-19-2004,46.02
Jul-20-2004,46.99
Jul-21-2004,44.76
Jul-22-2004,45.82
Jul-23-2004,39.98
Jul-26-2004,38.78
Jul-27-2004,39.11
Jul-28-2004,37.97
Jul-29-2004,38.58
Jul-30-2004,38.92
Aug-02-2004,38.30
Aug-03-2004,37.61
Aug-04-2004,37.12
Aug-05-2004,35.61
Aug-06-2004,35.49
Aug-09-2004,35.32
Aug-10-2004,37.10
Aug-11-2004,36.56
Aug-12-2004,36.29
Aug-13-2004,36.13
Aug-16-2004,37.95
Aug-17-2004,38.23
Aug-18-2004,39.36
Aug-19-2004,38.63
Aug-20-2004,39.51
Aug-23-2004,39.45
Aug-24-2004,39.05
Aug-25-2004,40.30
Aug-26-2004,40.19
Aug-27-2004,39.90
Aug-30-2004,38.31
Aug-31-2004,38.14
Sep-01-2004,38.24
Sep-02-2004,39.18
Sep-03-2004,38.74
Sep-07-2004,38.51
Sep-08-2004,38.01
Sep-09-2004,38.07
Sep-10-2004,38.57
Sep-13-2004,40.01
Sep-14-2004,42.67
Sep-15-2004,42.21
Sep-16-2004,42.57
Sep-17-2004,42.96
Sep-20-2004,43.27
Sep-21-2004,43.29
Sep-22-2004,41.38
Sep-23-2004,41.83
Sep-24-2004,40.94
Sep-27-2004,39.93
Sep-28-2004,39.43
Sep-29-2004,40.84
Sep-30-2004,40.86
Oct-01-2004,40.47
Oct-04-2004,41.01
Oct-05-2004,40.96
Oct-06-2004,41.36
Oct-07-2004,41.15
Oct-08-2004,40.00
Oct-11-2004,40.15
Oct-12-2004,40.22
Oct-13-2004,39.98
Oct-14-2004,39.10
Oct-15-2004,38.55
Oct-18-2004,39.27
Oct-19-2004,38.33
Oct-20-2004,38.35
Oct-21-2004,39.47
Oct-22-2004,34.60
Oct-25-2004,33.97
Oct-26-2004,33.83
Oct-27-2004,34.23
Oct-28-2004,34.45
Oct-29-2004,34.13
Nov-01-2004,35.10
Nov-02-2004,36.24
Nov-03-2004,35.92
Nov-04-2004,36.91
Nov-05-2004,36.56
Nov-08-2004,37.32
Nov-09-2004,37.40
Nov-10-2004,38.09
Nov-11-2004,38.83
Nov-12-2004,40.46
Nov-15-2004,40.89
Nov-16-2004,40.07
Nov-17-2004,39.90
Nov-18-2004,40.37
Nov-19-2004,38.55
Nov-22-2004,38.05
Nov-23-2004,38.31
Nov-24-2004,38.75
Nov-26-2004,39.09
Nov-29-2004,38.94
Nov-30-2004,39.68
Dec-01-2004,39.98
Dec-02-2004,40.17
Dec-03-2004,40.09
Dec-06-2004,39.49
Dec-07-2004,38.20
Dec-08-2004,38.72
Dec-09-2004,39.82
Dec-10-2004,39.05
Dec-13-2004,39.83
Dec-14-2004,40.44
Dec-15-2004,41.00
Dec-16-2004,40.05
Dec-17-2004,40.01
Dec-20-2004,38.95
Dec-21-2004,39.39
Dec-22-2004,39.52
Dec-23-2004,38.93
Dec-27-2004,42.25
Dec-28-2004,44.63
Dec-29-2004,44.82
Dec-30-2004,44.97
Dec-31-2004,44.29
Jan-03-2005,44.52
Jan-04-2005,42.14
Jan-05-2005,41.77
Jan-06-2005,41.05
Jan-07-2005,42.32
Jan-10-2005,41.84
Jan-11-2005,41.64
Jan-12-2005,42.30
Jan-13-2005,42.60
Jan-14-2005,44.55
Jan-18-2005,44.58
Jan-19-2005,43.96
Jan-20-2005,42.36
Jan-21-2005,41.16
Jan-24-2005,40.38
Jan-25-2005,40.94
Jan-26-2005,41.34
Jan-27-2005,42.31
Jan-28-2005,42.22
Jan-31-2005,43.22
Feb-01-2005,42.48
Feb-02-2005,41.88
Feb-03-2005,35.75
Feb-04-2005,35.72
Feb-07-2005,35.69
Feb-08-2005,36.30
Feb-09-2005,35.89
Feb-10-2005,35.78
Feb-11-2005,35.78
Feb-14-2005,36.03
Feb-15-2005,36.14
Feb-16-2005,35.66
Feb-17-2005,35.69
Feb-18-2005,35.31
Feb-22-2005,34.72
Feb-23-2005,34.14
Feb-24-2005,34.69
Feb-25-2005,34.99
Feb-28-2005,35.18
Mar-01-2005,35.39
Mar-02-2005,35.50
Mar-03-2005,35.65
Mar-04-2005,35.85
Mar-07-2005,36.32
Mar-08-2005,35.83
Mar-09-2005,35.40
Mar-10-2005,34.91
Mar-11-2005,34.75
Mar-14-2005,34.60
Mar-15-2005,34.18
Mar-16-2005,33.87
Mar-17-2005,33.97
Mar-18-2005,34.16
Mar-21-2005,33.67
Mar-22-2005,33.15
Mar-23-2005,33.18
Mar-24-2005,32.88
Mar-28-2005,33.39
Mar-29-2005,33.43
Mar-30-2005,34.32
Mar-31-2005,34.27
Apr-01-2005,34.01
Apr-04-2005,35.00
Apr-05-2005,35.28
Apr-06-2005,34.82
Apr-07-2005,34.90
Apr-08-2005,34.60
Apr-11-2005,34.60
Apr-12-2005,34.63
Apr-13-2005,34.30
Apr-14-2005,33.97
Apr-15-2005,33.02
Apr-18-2005,33.00
Apr-19-2005,32.78
Apr-20-2005,33.25
Apr-21-2005,33.73
Apr-22-2005,33.04
Apr-25-2005,33.53
Apr-26-2005,32.71
Apr-27-2005,31.72
Apr-28-2005,32.52
Apr-29-2005,32.36
May-02-2005,33.10
May-03-2005,33.21
May-04-2005,33.96
May-05-2005,33.96
May-06-2005,34.52
May-09-2005,34.64
May-10-2005,34.23
May-11-2005,33.82
May-12-2005,33.85
May-13-2005,33.90
May-16-2005,34.54
May-17-2005,34.73
May-18-2005,35.33
May-19-2005,35.59
May-20-2005,35.50
May-23-2005,35.68
May-24-2005,35.54
May-25-2005,35.25
May-26-2005,35.45
May-27-2005,35.50
May-31-2005,35.51
Jun-01-2005,36.50
Jun-02-2005,36.41
Jun-03-2005,35.59
Jun-06-2005,35.77
Jun-07-2005,35.35
Jun-08-2005,34.83
Jun-09-2005,35.20
Jun-10-2005,34.95
Jun-13-2005,34.87
Jun-14-2005,35.04
Jun-15-2005,35.24
Jun-16-2005,35.58
Jun-17-2005,35.31
Jun-20-2005,35.69
Jun-21-2005,35.38
Jun-22-2005,35.22
Jun-23-2005,35.43
Jun-24-2005,35.02
Jun-27-2005,34.50
Jun-28-2005,33.71
Jun-29-2005,33.35
Jun-30-2005,33.09
Jul-01-2005,32.91
Jul-05-2005,34.08
Jul-06-2005,34.06
Jul-07-2005,33.96
Jul-08-2005,34.74
Jul-11-2005,35.59
Jul-12-2005,36.31
Jul-13-2005,36.51
Jul-14-2005,37.19
Jul-15-2005,37.15
Jul-18-2005,37.19
Jul-19-2005,38.17
Jul-20-2005,38.17
Jul-21-2005,37.95
Jul-22-2005,37.95
Jul-25-2005,37.95
Jul-26-2005,37.74
Jul-27-2005,43.65
Jul-28-2005,45.68
Jul-29-2005,45.15
Aug-01-2005,44.93
Aug-02-2005,46.51
Aug-03-2005,46.11
Aug-04-2005,45.46
Aug-05-2005,45.27
Aug-08-2005,45.66
Aug-09-2005,45.93
Aug-10-2005,44.76
Aug-11-2005,45.21
Aug-12-2005,44.20
Aug-15-2005,45.04
Aug-16-2005,44.27
Aug-17-2005,44.12
Aug-18-2005,43.73
Aug-19-2005,43.72
Aug-22-2005,43.77
Aug-23-2005,43.42
Aug-24-2005,42.37
Aug-25-2005,42.31
Aug-26-2005,42.37
Aug-29-2005,42.79
Aug-30-2005,42.49
Aug-31-2005,42.70
Sep-01-2005,41.84
Sep-02-2005,41.51
Sep-06-2005,43.62
Sep-07-2005,43.73
Sep-08-2005,42.96
Sep-09-2005,42.95
Sep-12-2005,44.50
Sep-13-2005,43.93
Sep-14-2005,43.10
Sep-15-2005,42.71
Sep-16-2005,42.80
Sep-19-2005,42.75
Sep-20-2005,41.87
Sep-21-2005,41.25
Sep-22-2005,42.08
Sep-23-2005,42.19
Sep-26-2005,43.34
Sep-27-2005,43.16
Sep-28-2005,43.37
Sep-29-2005,44.79
Sep-30-2005,45.30
Oct-03-2005,46.01
Oct-04-2005,44.93
Oct-05-2005,44.49
Oct-06-2005,44.01
Oct-07-2005,43.72
Oct-10-2005,43.76
Oct-11-2005,43.40
Oct-12-2005,42.55
Oct-13-2005,42.62
Oct-14-2005,43.79
Oct-17-2005,45.02
Oct-18-2005,44.65
Oct-19-2005,45.86
Oct-20-2005,45.01
Oct-21-2005,45.95
Oct-24-2005,46.93
Oct-25-2005,46.17
Oct-26-2005,39.75
Oct-27-2005,39.06
Oct-28-2005,38.95
Oct-31-2005,39.86
Nov-01-2005,40.37
Nov-02-2005,40.75
Nov-03-2005,41.56
Nov-04-2005,41.09
Nov-07-2005,41.39
Nov-08-2005,41.95
Nov-09-2005,41.40
Nov-10-2005,42.18
Nov-11-2005,42.68
Nov-14-2005,42.53
Nov-15-2005,44.45
Nov-16-2005,45.30
Nov-17-2005,46.74
Nov-18-2005,47.98
Nov-21-2005,47.99
Nov-22-2005,48.85
Nov-23-2005,48.24
Nov-25-2005,48.06
Nov-28-2005,48.35
Nov-29-2005,48.55
Nov-30-2005,48.46
Dec-01-2005,49.00
Dec-02-2005,49.06
Dec-05-2005,48.83
Dec-06-2005,49.26
Dec-07-2005,48.83
Dec-08-2005,48.35
Dec-09-2005,48.74
Dec-12-2005,49.07
Dec-13-2005,49.50
Dec-14-2005,49.41
Dec-15-2005,49.48
Dec-16-2005,49.21
Dec-19-2005,48.37
Dec-20-2005,48.14
Dec-21-2005,48.97
Dec-22-2005,49.22
Dec-23-2005,49.22
Dec-27-2005,48.56
Dec-28-2005,48.06
Dec-29-2005,47.99
Dec-30-2005,47.15
Jan-03-2006,47.58
Jan-04-2006,47.25
Jan-05-2006,47.65
Jan-06-2006,47.87
Jan-09-2006,47.08
Jan-10-2006,45.65
Jan-11-2006,44.93
Jan-12-2006,44.36
Jan-13-2006,44.40
Jan-17-2006,44.00
Jan-18-2006,44.32
Jan-19-2006,44.45
Jan-20-2006,43.92
Jan-23-2006,43.73
Jan-24-2006,44.02
Jan-25-2006,43.60
Jan-26-2006,44.68
Jan-27-2006,45.22
Jan-30-2006,44.96
Jan-31-2006,44.82
Feb-01-2006,43.98
Feb-02-2006,42.74
Feb-03-2006,38.33
Feb-06-2006,37.95
Feb-07-2006,37.52
Feb-08-2006,38.17
Feb-09-2006,37.99
Feb-10-2006,38.52
Feb-13-2006,37.86
Feb-14-2006,38.25
Feb-15-2006,39.26
Feb-16-2006,39.15
Feb-17-2006,39.19
Feb-21-2006,38.29
Feb-22-2006,38.72
Feb-23-2006,37.90
Feb-24-2006,38.35
Feb-27-2006,38.01
Feb-28-2006,37.44
Mar-01-2006,37.12
Mar-02-2006,36.88
Mar-03-2006,37.21
Mar-06-2006,36.86
Mar-07-2006,36.93
Mar-08-2006,36.81
Mar-09-2006,36.12
Mar-10-2006,36.22
Mar-13-2006,36.19
Mar-14-2006,36.91
Mar-15-2006,36.89
Mar-16-2006,36.77
Mar-17-2006,35.99
Mar-20-2006,36.23
Mar-21-2006,35.92
Mar-22-2006,36.00
Mar-23-2006,35.68
Mar-24-2006,35.47
Mar-27-2006,35.25
Mar-28-2006,35.69
Mar-29-2006,36.32
Mar-30-2006,36.67
Mar-31-2006,36.53
Apr-03-2006,36.14
Apr-04-2006,36.77
Apr-05-2006,37.34
Apr-06-2006,38.51
Apr-07-2006,37.09
Apr-10-2006,36.61
Apr-11-2006,36.06
Apr-12-2006,36.13
Apr-13-2006,36.62
Apr-17-2006,35.27
Apr-18-2006,36.28
Apr-19-2006,36.89
Apr-20-2006,36.34
Apr-21-2006,36.03
Apr-24-2006,35.79
Apr-25-2006,35.55
Apr-26-2006,35.79
Apr-27-2006,35.74
Apr-28-2006,35.21
May-01-2006,34.59
May-02-2006,34.38
May-03-2006,33.96
May-04-2006,34.47
May-05-2006,35.04
May-08-2006,34.69
May-09-2006,34.84
May-10-2006,34.16
May-11-2006,33.53
May-12-2006,32.73
May-15-2006,32.78
May-16-2006,32.76
May-17-2006,31.61
May-18-2006,32.61
May-19-2006,33.94
May-22-2006,34.83
May-23-2006,33.76
May-24-2006,35.19
May-25-2006,35.63
May-26-2006,36.07
May-30-2006,34.64
May-31-2006,34.61
Jun-01-2006,35.07
Jun-02-2006,34.76
Jun-05-2006,33.49
Jun-06-2006,33.41
Jun-07-2006,33.77
Jun-08-2006,33.55
Jun-09-2006,33.78
Jun-12-2006,33.60
Jun-13-2006,33.47
Jun-14-2006,33.68
Jun-15-2006,34.96
Jun-16-2006,35.09
Jun-19-2006,35.07
Jun-20-2006,35.48
Jun-21-2006,36.65
Jun-22-2006,36.37
Jun-23-2006,36.55
Jun-26-2006,36.77
Jun-27-2006,36.48
Jun-28-2006,36.70
Jun-29-2006,38.52
Jun-30-2006,38.68
Jul-03-2006,38.61
Jul-05-2006,37.11
Jul-06-2006,36.80
Jul-07-2006,36.11
Jul-10-2006,35.79
Jul-11-2006,35.66
Jul-12-2006,34.63
Jul-13-2006,33.73
Jul-14-2006,32.92
Jul-17-2006,33.67
Jul-18-2006,33.49
Jul-19-2006,34.48
Jul-20-2006,34.18
Jul-21-2006,33.19
Jul-24-2006,34.31
Jul-25-2006,33.59
Jul-26-2006,26.26
Jul-27-2006,26.56
Jul-28-2006,27.17
Jul-31-2006,26.89
Aug-01-2006,26.32
Aug-02-2006,26.09
Aug-03-2006,26.69
Aug-04-2006,27.29
Aug-07-2006,26.78
Aug-08-2006,26.36
Aug-09-2006,26.21
Aug-10-2006,26.49
Aug-11-2006,26.07
Aug-14-2006,26.53
Aug-15-2006,27.77
Aug-16-2006,27.95
Aug-17-2006,29.09
Aug-18-2006,29.12
Aug-21-2006,28.13
Aug-22-2006,28.37
Aug-23-2006,28.14
Aug-24-2006,27.97
Aug-25-2006,28.03
Aug-28-2006,28.91
Aug-29-2006,29.52
Aug-30-2006,30.67
Aug-31-2006,30.83
Sep-01-2006,31.76
Sep-05-2006,32.23
Sep-06-2006,30.80
Sep-07-2006,29.73
Sep-08-2006,30.51
Sep-11-2006,30.79
Sep-12-2006,31.72
Sep-13-2006,31.67
Sep-14-2006,31.65
Sep-15-2006,32.52
Sep-18-2006,32.08
Sep-19-2006,31.58
Sep-20-2006,32.12
Sep-21-2006,30.22
Sep-22-2006,30.84
Sep-25-2006,31.79
Sep-26-2006,32.50
Sep-27-2006,32.33
Sep-28-2006,31.84
Sep-29-2006,32.12
Oct-02-2006,30.87
Oct-03-2006,31.70
Oct-04-2006,32.76
Oct-05-2006,33.32
Oct-06-2006,32.59
Oct-09-2006,33.38
Oct-10-2006,32.62
Oct-11-2006,32.91
Oct-12-2006,33.55
Oct-13-2006,33.32
Oct-16-2006,32.60
Oct-17-2006,32.47
Oct-18-2006,32.31
Oct-19-2006,32.54
Oct-20-2006,32.57
Oct-23-2006,32.88
Oct-24-2006,33.63
Oct-25-2006,37.68
Oct-26-2006,38.30
Oct-27-2006,38.24
Oct-30-2006,38.15
Oct-31-2006,38.09
Nov-01-2006,37.56
Nov-02-2006,37.45
Nov-03-2006,37.46
Nov-06-2006,38.21
Nov-07-2006,38.77
Nov-08-2006,39.47
Nov-09-2006,38.84
Nov-10-2006,39.26
Nov-13-2006,39.99
Nov-14-2006,41.51
Nov-15-2006,42.60
Nov-16-2006,42.84
Nov-17-2006,42.55
Nov-20-2006,42.44
Nov-21-2006,42.54
Nov-22-2006,42.96
Nov-24-2006,42.41
Nov-27-2006,40.85
Nov-28-2006,40.92
Nov-29-2006,40.63
Nov-30-2006,40.34
Dec-01-2006,39.41
Dec-04-2006,39.10
Dec-05-2006,38.98
Dec-06-2006,38.90
Dec-07-2006,38.12
Dec-08-2006,38.46
Dec-11-2006,38.69
Dec-12-2006,38.46
Dec-13-2006,38.50
Dec-14-2006,39.02
Dec-15-2006,40.01
Dec-18-2006,39.26
Dec-19-2006,39.42
Dec-20-2006,40.01
Dec-21-2006,39.89
Dec-22-2006,40.24
Dec-26-2006,39.80
Dec-27-2006,40.29
Dec-28-2006,40.21
Dec-29-2006,39.46
Jan-03-2007,38.70
Jan-04-2007,38.90
Jan-05-2007,38.37
Jan-08-2007,37.50
Jan-09-2007,37.78
Jan-10-2007,37.15
Jan-11-2007,37.40
Jan-12-2007,38.20
Jan-16-2007,38.66
Jan-17-2007,37.88
Jan-18-2007,36.98
Jan-19-2007,37.02
Jan-22-2007,36.95
Jan-23-2007,36.43
Jan-24-2007,37.26
Jan-25-2007,37.08
Jan-26-2007,36.85
Jan-29-2007,37.43
Jan-30-2007,37.05
Jan-31-2007,37.67
Feb-01-2007,38.70
Feb-02-2007,37.39
Feb-05-2007,37.16
Feb-06-2007,38.27
Feb-07-2007,38.98
Feb-08-2007,39.10
Feb-09-2007,38.72
Feb-12-2007,38.85
Feb-13-2007,39.31
Feb-14-2007,40.14
Feb-15-2007,40.06
Feb-16-2007,40.33
Feb-20-2007,41.51
Feb-21-2007,41.26
Feb-22-2007,41.00
Feb-23-2007,40.78
Feb-26-2007,40.88
Feb-27-2007,38.83
Feb-28-2007,39.14
Mar-01-2007,38.85
Mar-02-2007,37.69
Mar-05-2007,37.05
Mar-06-2007,38.58
Mar-07-2007,38.36
Mar-08-2007,38.10
Mar-09-2007,38.84
Mar-12-2007,38.81
Mar-13-2007,37.82
Mar-14-2007,38.08
Mar-15-2007,37.78
Mar-16-2007,37.85
Mar-19-2007,38.45
Mar-20-2007,38.58
Mar-21-2007,39.80
Mar-22-2007,39.49
Mar-23-2007,38.98
Mar-26-2007,39.01
Mar-27-2007,39.37
Mar-28-2007,39.34
Mar-29-2007,39.81
Mar-30-2007,39.79
Apr-02-2007,40.42
Apr-03-2007,41.19
Apr-04-2007,41.53
Apr-05-2007,41.68
Apr-09-2007,41.66
Apr-10-2007,41.86
Apr-11-2007,41.68
Apr-12-2007,42.27
Apr-13-2007,42.41
Apr-16-2007,45.20
Apr-17-2007,45.07
Apr-18-2007,44.99
Apr-19-2007,44.64
Apr-20-2007,44.95
Apr-23-2007,44.77
Apr-24-2007,44.75
Apr-25-2007,56.81
Apr-26-2007,62.78
Apr-27-2007,62.60
Apr-30-2007,61.33
May-01-2007,62.04
May-02-2007,61.18
May-03-2007,62.19
May-04-2007,63.23
May-07-2007,60.82
May-08-2007,61.83
May-09-2007,62.85
May-10-2007,60.92
May-11-2007,61.56
May-14-2007,61.70
May-15-2007,60.58
May-16-2007,63.22
May-17-2007,62.17
May-18-2007,63.30
May-21-2007,68.30
May-22-2007,68.88
May-23-2007,69.00
May-24-2007,69.35
May-25-2007,68.55
May-29-2007,69.63
May-30-2007,69.86
May-31-2007,69.14
Jun-01-2007,68.58
Jun-04-2007,70.42
Jun-05-2007,73.65
Jun-06-2007,72.29
Jun-07-2007,72.04
Jun-08-2007,73.24
Jun-11-2007,71.17
Jun-12-2007,70.07
Jun-13-2007,70.89
Jun-14-2007,71.94
Jun-15-2007,72.40
Jun-18-2007,71.83
Jun-19-2007,69.81
Jun-20-2007,69.10
Jun-21-2007,69.67
Jun-22-2007,68.86
Jun-25-2007,68.66
Jun-26-2007,67.48
Jun-27-2007,68.14
Jun-28-2007,68.89
Jun-29-2007,68.41
Jul-02-2007,69.61
Jul-03-2007,69.45
Jul-05-2007,68.73
Jul-06-2007,68.97
Jul-09-2007,72.07
Jul-10-2007,70.28
Jul-11-2007,70.73
Jul-12-2007,72.79
Jul-13-2007,75.10
Jul-16-2007,73.69
Jul-17-2007,73.79
Jul-18-2007,73.32
Jul-19-2007,73.35
Jul-20-2007,71.63
Jul-23-2007,71.74
Jul-24-2007,69.25
Jul-25-2007,86.18
Jul-26-2007,84.01
Jul-27-2007,84.04
Jul-30-2007,82.70
Jul-31-2007,78.54
Aug-01-2007,77.31
Aug-02-2007,79.71
Aug-03-2007,76.80
Aug-06-2007,79.00
Aug-07-2007,79.14
Aug-08-2007,77.78
Aug-09-2007,74.11
Aug-10-2007,74.78
Aug-13-2007,74.87
Aug-14-2007,73.45
Aug-15-2007,72.38
Aug-16-2007,72.79
Aug-17-2007,75.02
Aug-20-2007,74.70
Aug-21-2007,77.49
Aug-22-2007,78.50
Aug-23-2007,77.30
Aug-24-2007,79.25
Aug-27-2007,78.65
Aug-28-2007,76.22
Aug-29-2007,79.05
Aug-30-2007,78.68
Aug-31-2007,79.91
Sep-04-2007,82.70
Sep-05-2007,83.75
Sep-06-2007,86.21
Sep-07-2007,84.52
Sep-10-2007,83.34
Sep-11-2007,86.28
Sep-12-2007,87.30
Sep-13-2007,87.26
Sep-14-2007,87.77
Sep-17-2007,86.91
Sep-18-2007,88.75
Sep-19-2007,89.00
Sep-20-2007,89.65
Sep-21-2007,91.30
Sep-24-2007,92.59
Sep-25-2007,93.48
Sep-26-2007,93.43
Sep-27-2007,93.38
Sep-28-2007,93.15
Oct-01-2007,93.41
Oct-02-2007,92.36
Oct-03-2007,92.46
Oct-04-2007,92.26
Oct-05-2007,93.43
Oct-08-2007,95.85
Oct-09-2007,95.32
Oct-10-2007,94.66
Oct-11-2007,89.34
Oct-12-2007,92.37
Oct-15-2007,90.53
Oct-16-2007,89.53
Oct-17-2007,90.55
Oct-18-2007,89.85
Oct-19-2007,89.76
Oct-22-2007,91.29
Oct-23-2007,100.82
Oct-24-2007,88.73
Oct-25-2007,88.21
Oct-26-2007,90.00
Oct-29-2007,90.10
Oct-30-2007,88.24
Oct-31-2007,89.15
Nov-01-2007,87.65
Nov-02-2007,85.98
Nov-05-2007,84.37
Nov-06-2007,87.27
Nov-07-2007,87.04
Nov-08-2007,83.58
Nov-09-2007,78.89
Nov-12-2007,77.00
Nov-13-2007,79.86
Nov-14-2007,78.51
Nov-15-2007,77.85
Nov-16-2007,78.60
Nov-19-2007,79.18
Nov-20-2007,80.39
Nov-21-2007,79.76
Nov-23-2007,81.43
Nov-26-2007,81.30
Nov-27-2007,85.59
Nov-28-2007,90.30
Nov-29-2007,89.15
Nov-30-2007,90.56
Dec-03-2007,90.91
Dec-04-2007,94.41
Dec-05-2007,93.19
Dec-06-2007,94.21
Dec-07-2007,94.31
Dec-10-2007,93.02
Dec-11-2007,90.75
Dec-12-2007,91.28
Dec-13-2007,92.40
Dec-14-2007,89.08
Dec-17-2007,85.09
Dec-18-2007,86.89
Dec-19-2007,89.38
Dec-20-2007,90.58
Dec-21-2007,91.26
Dec-24-2007,91.01
Dec-26-2007,92.85
Dec-27-2007,94.25
Dec-28-2007,94.45
Dec-31-2007,92.64
Jan-02-2008,96.25
Jan-03-2008,95.21
Jan-04-2008,88.79
Jan-07-2008,88.82
Jan-08-2008,87.88
Jan-09-2008,85.22
Jan-10-2008,84.26
Jan-11-2008,81.08
Jan-14-2008,82.87
Jan-15-2008,80.24
Jan-16-2008,80.35
Jan-17-2008,80.12
Jan-18-2008,79.76
Jan-22-2008,78.48
Jan-23-2008,73.97
Jan-24-2008,77.67
Jan-25-2008,77.60
Jan-28-2008,75.82
Jan-29-2008,73.95
Jan-30-2008,74.21
Jan-31-2008,77.70
Feb-01-2008,74.63
Feb-04-2008,73.95
Feb-05-2008,72.09
Feb-06-2008,68.49
Feb-07-2008,70.91
Feb-08-2008,73.50
Feb-11-2008,75.19
Feb-12-2008,74.45
Feb-13-2008,77.73
Feb-14-2008,75.80
Feb-15-2008,72.96
Feb-19-2008,72.08
Feb-20-2008,73.64
Feb-21-2008,69.90
Feb-22-2008,72.08
Feb-25-2008,73.27
Feb-26-2008,71.69
Feb-27-2008,70.87
Feb-28-2008,67.85
Feb-29-2008,64.47
Mar-03-2008,62.43
Mar-04-2008,65.34
Mar-05-2008,64.99
Mar-06-2008,62.74
Mar-07-2008,64.09
Mar-10-2008,63.47
Mar-11-2008,67.15
Mar-12-2008,66.51
Mar-13-2008,68.32
Mar-14-2008,68.22
Mar-17-2008,66.53
Mar-18-2008,71.70
Mar-19-2008,70.17
Mar-20-2008,73.19
Mar-24-2008,75.95
Mar-25-2008,75.17
Mar-26-2008,73.80
Mar-27-2008,70.80
Mar-28-2008,69.76
Mar-31-2008,71.30
Apr-01-2008,76.70
Apr-02-2008,77.37
Apr-03-2008,74.94
Apr-04-2008,76.87
Apr-07-2008,76.90
Apr-08-2008,77.30
Apr-09-2008,74.39
Apr-10-2008,74.83
Apr-11-2008,71.99
Apr-14-2008,72.61
Apr-15-2008,72.50
Apr-16-2008,74.59
Apr-17-2008,74.04
Apr-18-2008,80.10
Apr-21-2008,80.18
Apr-22-2008,79.60
Apr-23-2008,81.00
Apr-24-2008,77.69
Apr-25-2008,80.86
Apr-28-2008,81.97
Apr-29-2008,80.74
Apr-30-2008,78.63
May-01-2008,79.36
May-02-2008,77.31
May-05-2008,75.92
May-06-2008,75.71
May-07-2008,73.18
May-08-2008,72.79
May-09-2008,72.41
May-12-2008,74.53
May-13-2008,74.56
May-14-2008,74.20
May-15-2008,76.12
May-16-2008,76.46
May-19-2008,82.29
May-20-2008,80.72
May-21-2008,78.30
May-22-2008,79.26
May-23-2008,78.35
May-27-2008,80.62
May-28-2008,80.08
May-29-2008,80.35
May-30-2008,81.62
Jun-02-2008,80.23
Jun-03-2008,80.11
Jun-04-2008,81.50
Jun-05-2008,84.51
Jun-06-2008,80.63
Jun-09-2008,79.43
Jun-10-2008,79.62
Jun-11-2008,77.28
Jun-12-2008,76.15
Jun-13-2008,79.17
Jun-16-2008,81.70
Jun-17-2008,82.97
Jun-18-2008,82.52
Jun-19-2008,84.26
Jun-20-2008,81.10
Jun-23-2008,80.68
Jun-24-2008,79.64
Jun-25-2008,80.51
Jun-26-2008,76.30
Jun-27-2008,74.66
Jun-30-2008,73.33
Jul-01-2008,73.62
Jul-02-2008,71.44
Jul-03-2008,72.00
Jul-07-2008,72.49
Jul-08-2008,75.04
Jul-09-2008,70.61
Jul-10-2008,70.63
Jul-11-2008,68.54
Jul-14-2008,66.28
Jul-15-2008,67.03
Jul-16-2008,71.84
Jul-17-2008,72.11
